max_vertex_degree,min_vertex_degree,y_train,y_pred,prob_class_0,prob_class_1
1097078,148316,False,False,0.9700561354238019,0.029943864576198062
186374,22422,False,False,0.9690206248618972,0.03097937513810273
165634,20078,False,False,0.9693704455514539,0.030629554448546065
521482,61124,False,False,0.9698485311962657,0.030151468803734236
500396,56912,False,False,0.9695823893856941,0.030417610614305958
523444,62080,False,False,0.9694822987571948,0.030517701242805152
243876,30398,False,False,0.9691378654337207,0.03086213456627915
1180013,156409,False,False,0.9759037016671768,0.024096298332823313
1180651,156975,False,False,0.975926522506455,0.024073477493545124
1161321,151049,False,False,0.975842599095249,0.024157400904751
132922,16632,False,False,0.9688644621208417,0.03113553787915832
369608,37778,False,False,0.970091284948404,0.029908715051596185
685402,70218,False,False,0.9700756767974841,0.029924323202515996
688732,71474,False,False,0.9701158675930235,0.029884132406976616
345666,36928,False,False,0.9704532931328317,0.029546706867168343
542912,48324,False,False,0.9702541598723996,0.02974584012760048
345250,36744,False,False,0.9738456126415808,0.026154387358419295
371402,48504,False,False,0.9699937058919712,0.030006294108028873
1447562,182558,False,False,0.9772102256510957,0.022789774348904328
371468,48524,False,False,0.9708551858347194,0.029144814165280475
863526,65698,False,False,0.9709537315808057,0.029046268419194398
483574,57050,False,False,0.9701324946832389,0.029867505316761075
482802,55964,False,False,0.9698766643646015,0.030123335635398547
1567316,89736,False,False,0.972887571028266,0.027112428971734086
1034756,75860,False,False,0.9764979267682667,0.023502073231733357
2907171,314251,False,False,0.9963560549282794,0.003643945071720698
567506,52412,False,False,0.9703985093724706,0.0296014906275294
3077846,328252,False,False,0.9982892053577964,0.0017107946422036304
587480,56044,False,False,0.9707008200929722,0.029299179907027847
588106,56090,False,False,0.9706737878859633,0.029326212114036715
717766,68632,False,False,0.9705188375763707,0.02948116242362925
578032,54466,False,False,0.9795347171908682,0.020465282809131947
881690,62384,False,False,0.9760842469329118,0.02391575306708823
2906467,314073,False,False,0.9948474868666229,0.005152513133376976
2900879,311517,False,False,0.9952372416718991,0.004762758328100844
3046824,318432,False,False,0.996437473097087,0.003562526902912929
2902153,312263,False,False,0.9952927959323157,0.004707204067684371
692198,66282,False,False,0.9772743099440614,0.022725690055938653
3072612,325160,False,False,0.9960361443917055,0.003963855608294537
2905531,313063,False,False,0.994575811411849,0.005424188588150994
2878543,308523,False,False,0.9951743174179613,0.004825682582038821
1598776,138360,False,False,0.975892797259781,0.024107202740219016
2786242,211486,False,False,0.9773117469202698,0.022688253079730165
2292838,170002,False,False,0.9944368791374765,0.005563120862523513
976149,75637,False,False,0.9790095592083748,0.020990440791625094
1822408,157754,False,False,0.9815249410381678,0.01847505896183225
2381479,186863,False,False,0.982333397929399,0.017666602070600952
3042570,168610,False,False,0.9879627621129613,0.012037237887038829
1826826,158286,False,False,0.9798224051034684,0.020177594896531682
914876,79350,False,False,0.9823574133417489,0.01764258665825116
915612,79386,False,False,0.9822894665050833,0.017710533494916605
1276420,109490,False,False,0.9851588247935336,0.014841175206466549
1104160,94868,False,False,0.9787962604086481,0.021203739591351817
1888346,168520,False,False,0.9853429871199566,0.014657012880043462
1893060,170132,False,False,0.9813228081702143,0.01867719182978573
1086094,110944,False,False,0.9795072411938907,0.02049275880610934
1305622,126394,False,False,0.9831149274867262,0.016885072513273695
2623197,187103,False,False,0.9806305911581634,0.01936940884183667
2645499,196161,False,False,0.9958163003897182,0.004183699610281844
958474,83824,False,False,0.9831163078446578,0.016883692155342155
1941688,167290,False,False,0.9943884902350971,0.0056115097649028075
987636,89316,False,False,0.9867968413333628,0.013203158666637117
3830108,329742,False,False,0.999620813768921,0.00037918623107898787
3456012,240906,False,False,0.9953286228895605,0.004671377110439503
7525258,398666,False,False,0.9999965031285395,3.4968714605856963e-06
3150395,201749,False,False,0.9989996577847757,0.0010003422152242167
941228,77152,False,False,0.989483849818774,0.01051615018122602
3452280,240080,False,False,0.9956127535954832,0.004387246404516705
6382368,448110,False,False,0.9997849983567266,0.00021500164327339905
3463664,240756,False,False,0.9966951058357754,0.003304894164224635
1733672,124480,False,False,0.997261938346418,0.0027380616535820634
3490922,247860,False,False,0.9962562519479248,0.003743748052075182
3633496,258654,False,False,0.9986934027399885,0.0013065972600114306
6976718,541500,False,False,0.999848090224523,0.00015190977547696954
948168,82324,False,False,0.9835987439265637,0.016401256073436402
2102710,154334,False,False,0.99436853674732,0.005631463252680045
920828,78164,False,False,0.9871799525431216,0.012820047456878389
3634696,258698,False,False,0.9988261451261179,0.0011738548738821598
3621804,257624,False,False,0.9967933643781317,0.003206635621868343
7479142,616494,False,False,0.9999588779285967,4.112207140343366e-05
2116278,181902,False,False,0.9995110396952683,0.0004889603047316872
2116316,181928,False,False,0.9996162422923681,0.0003837577076317183
2448008,147206,False,False,0.9999373655131003,6.263448689961984e-05
2043690,132054,False,False,0.9999981829497798,1.8170502202306964e-06
3647446,209596,False,False,0.9997372834361656,0.00026271656383443956
7159092,376488,False,False,0.9999998999999902,1.0000000994736041e-07
3951878,214464,False,False,0.9999998999999902,1.0000000994736041e-07
3651136,210658,False,False,0.9999998243325197,1.7566748033475602e-07
7253550,403084,False,False,0.9999998999999902,1.0000000994736041e-07
8024952,271222,False,False,0.9999998999999902,1.0000000994736041e-07
5597621,377751,False,False,0.9999998999999902,1.0000000994736041e-07
5599299,379629,False,False,0.9999998999999902,1.0000000994736041e-07
4812996,249436,False,False,0.9999998999999902,1.0000000994736041e-07
4742028,198714,False,False,0.9999998999999902,1.0000000994736041e-07
6381849,370003,False,False,0.9999998999999902,1.0000000994736041e-07
8812158,333080,False,False,0.9999998999999902,1.0000000994736041e-07
2935136,200574,False,False,0.9999997647947357,2.352052641864352e-07
5378780,290560,False,False,0.9999998999999902,1.0000000994736041e-07
11532022,745338,False,False,0.9999998999999902,1.0000000994736041e-07
6362047,338721,False,False,0.9999998999999902,1.0000000994736041e-07
5123739,285013,False,False,0.9999998999999902,1.0000000994736041e-07
5918863,303289,False,False,0.9999998999999902,1.0000000994736041e-07
5265899,302143,False,False,0.9999998999999902,1.0000000994736041e-07
9965914,324846,False,False,0.9999998999999902,1.0000000994736041e-07
