,max_vertex_degree,min_vertex_degree,mean_vertex_degree,std_dev_vertex_degree,one_norm,max_weight,min_weight,mean_weight,std_dev_weight,max_edge_order,min_edge_order,mean_edge_order,std_dev_edge_order,number_of_terms,log_fci_dim,n_elec,n_orbs,df_rank,df_gap,problem_instance_uuid,problem_instance_short_name,task_uuid,instance_data_object_uuid,instance_data_object_file_name,instance_data_object_url,date_of_calculation,version_of_features_calculation_script,ham_features_calc_time,DF_QPE-(2610),SHCI_opt-(2dde),DF_QPE-(4b07),SHCI_pt_1e-4-(4ed5),SHCI_var_1e-4-(7e73),SHCI_pt_2e-4-(ad96),SHCI_pt_2e-5-(c71b),SHCI_pt_5e-5-(d626),SHCI_var_2e-4-(0db1),SHCI_var_2e-5-(86bf),SHCI_var_5e-5-(0194),DF_QPE-(5d76),DF_QPE-(5dad),CISD-(418f),CCSD(T)-(c092),HF-(5f5e),MP2-(b420),CCSD-(0a29),DMRG_Niagara_cluster_lowest_energy-(1653),DF_QPE-(6f38),DF_QPE-(f6b3)
13,25,9,20.0,5.196152422706632,96.0,4.0,0.5,1.2,1.4,13,1,4.0,3.3763886032268267,81,6.520142775970149,8,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,0a7cc9c9-c999-4564-b93a-39498416942f,cd729f30-f623-409f-8f06-d46fa971e268,FCIDUMP_L_16_Nf_4_U_8.0_ms_0.cd729f30-f623-409f-8f06-d46fa971e268,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_4_U_8.0_ms_0.cd729f30-f623-409f-8f06-d46fa971e268.gz,2025-01-27 08:17:43.905201,1,0.028236,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False
14,3452280,240080,2784679.363636364,892434.3044094999,5571.688874051276,22.073879059253397,1.0001594262004745e-08,0.0008440952714468,0.0548942851711366,88,1,37.12465947216557,17.324099402263798,6600783,16.32696152547424,12,88,938,31.116828761688748,c1e4c7dd-2dc4-4dd0-889d-fb34f602965a,Ti_0,0c023ffe-8453-4f5f-b29e-7863589fb191,7766bf7c-05db-4294-b125-6f0110aa9407,fcidump.Ti0_vtz.7766bf7c-05db-4294-b125-6f0110aa9407,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Ti0_vtz.7766bf7c-05db-4294-b125-6f0110aa9407.gz,2024-12-07 10:09:28.477504,1,9098.772117,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15,2907171,314251,2367519.927536232,730790.9542616657,5886.02178637297,36.62257374777322,1.0002152245450224e-08,0.0010693103058301,0.1161384234040576,69,1,29.67731600836624,13.694670444626942,5504504,36.72557892877612,90,69,171,4.086905896970791,00043d56-ed63-4266-907c-99c95c51b9db,planted_solution_0002,0deae366-42de-4081-914d-db85c6b47168,16f9288f-be7e-4f8a-ab09-0153263f83c7,fcidump.planted_solution_0002.16f9288f-be7e-4f8a-ab09-0153263f83c7,sftp://sftp.l3harris.com/gsee/planted_solutions/fcidump.planted_solution_0002.16f9288f-be7e-4f8a-ab09-0153263f83c7.gz,2024-12-04 11:56:18.394575,1,6570.184472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,1171255,155597,956258.8909090908,290920.20212495467,932.9850024137476,11.750865320301552,1.0005613942865717e-08,0.0004263912563314,0.0193231212927491,55,1,24.036531760946502,10.883647925708,2188097,26.94695208103108,78,55,924,6.027759262462172,a8895776-3583-4884-fbc7-d6f9df21a7ac,fe_red,0e936335-6370-4587-92f0-02eafaf650ed,5f3178b5-0ad3-469a-ae08-e9ecdc637ed3,fcidump.58_5_0.2_old.5f3178b5-0ad3-469a-ae08-e9ecdc637ed3,sftp://sftp.l3harris.com/gsee/fcidump.58_5_0.2_old.5f3178b5-0ad3-469a-ae08-e9ecdc637ed3.gz,2024-12-03 22:25:10.377584,1,2516.171822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,508916,59908,414923.6666666667,123615.32635574376,1344.2000241151566,12.30772993728132,1.0004566084430289e-08,0.0014172791910428,0.0577097198710116,54,1,23.62400243769486,10.915783151222476,948438,14.748251841895977,13,54,501,19.90900933373025,a14a1e28-71c5-4e23-bf6e-dd9662a6df58,V_0,0f0c8766-4bf5-4c1e-991a-9dafe9bc8f27,950e31e2-142f-480b-b0d1-174381bdb64a,fcidump.V0_vdz.950e31e2-142f-480b-b0d1-174381bdb64a,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.V0_vdz.950e31e2-142f-480b-b0d1-174381bdb64a.gz,2024-12-03 18:43:04.170989,1,1284.194642,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
18,3633496,258654,2946731.909090909,931577.994716048,8683.864357889317,32.79656354527177,1.0029410710131004e-08,0.0012450427424358,0.0747284916728948,88,1,37.17872807520612,17.351389412633818,6974753,23.51380501108424,19,88,948,47.01080744597689,1448d27d-bfa9-470f-a6c8-864a295b66f4,Cu_0,0f5171c4-cf55-4a82-99a2-c72edebce9c9,e304b6b5-b820-470d-a8b5-92d6354abd16,fcidump.Cu0_vtz.e304b6b5-b820-470d-a8b5-92d6354abd16,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cu0_vtz.e304b6b5-b820-470d-a8b5-92d6354abd16.gz,2024-12-07 22:35:44.492346,1,8289.955709,False,True,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
19,5265899,302143,4248993.488888889,1360585.795467242,12932.6578558762,36.84364215420016,1.0000843109185617e-08,0.0012639067485079,0.0940616463184778,135,1,56.05922360668504,26.88954523059021,10232289,15.661607085962032,10,135,1463,48.1989025745804,c6ab4ddb-efe8-46d6-9fc4-90901c08d9a7,Sc_1,10119019-eea2-45c9-a748-e206780c4235,cfc29172-5c9c-4e13-9a31-17895ed89c95,fcidump.Sc1_vqz.cfc29172-5c9c-4e13-9a31-17895ed89c95,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Sc1_vqz.cfc29172-5c9c-4e13-9a31-17895ed89c95.gz,2024-12-15 18:44:25.504841,1,18885.216688,False,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
20,3463664,240756,2808059.75,877906.3426227514,6240.795326791515,23.486269370761995,1.0004520325213e-08,0.0009429157413908,0.0579111247469109,88,1,37.335499245008094,17.445957155250966,6618615,17.3956773378437,12,88,948,33.27204427056291,18e1973e-d6cf-48d6-9ca4-c1af21ff7c98,V_1,106deaf8-422f-4e06-bf25-6191abd6eecf,1ddf0c08-d7f1-48b7-8c85-c7e50997c771,fcidump.V1_vtz.1ddf0c08-d7f1-48b7-8c85-c7e50997c771,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.V1_vtz.1ddf0c08-d7f1-48b7-8c85-c7e50997c771.gz,2024-12-07 16:14:42.911834,1,7679.982669,False,True,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False
21,2786242,211486,2229229.4166666665,715397.4814814829,4671.513443904902,15.424973236242682,1.0000797490429048e-08,0.0008893682474471,0.0442229226395201,72,1,30.55703972493727,14.13536220341959,5252621,14.291731285120935,10,72,925,18.127846432233497,127cfea5-8a7d-45a0-9012-949816a0b8d9,n_h3_0,1094e868-f84e-403b-9b54-50802b1cdb60,3b423f54-aa64-4331-a59b-d6c37de1fbb6,fcidump.n_h3_cc-pVTZ.3b423f54-aa64-4331-a59b-d6c37de1fbb6,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n_h3_cc-pVTZ.3b423f54-aa64-4331-a59b-d6c37de1fbb6.gz,2024-12-05 12:33:26.260924,1,7036.838184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,881690,62384,684847.8787878788,232808.98406721663,1195.5248628859283,34.98702817361614,1.0001557388442984e-08,0.0007257529570621,0.0426412741193499,66,1,27.438998257136426,12.61319527040168,1647290,30.801401612455575,34,66,679,3.470278337055195,0c1dfb55-f021-409a-80b1-79c8c2908095,si2_h6_0,109f95c5-8561-458c-8f41-72be596b87e6,bdb74fe0-4d88-4e9f-8354-7ff891c21b5b,fcidump.si2_h6_cc-pVDZ.bdb74fe0-4d88-4e9f-8354-7ff891c21b5b,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.si2_h6_cc-pVDZ.bdb74fe0-4d88-4e9f-8354-7ff891c21b5b.gz,2024-12-04 20:06:51.331385,1,3773.153787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,25,9,20.0,5.196152422706632,64.0,2.0,0.5,0.8,0.6,13,1,4.0,3.3763886032268267,81,6.900354017681756,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,11dee35c-fadc-4813-8393-d81b91abae75,56e75d82-f441-49eb-98e2-05625e301627,FCIDUMP_L_16_Nf_5_U_4.0_ms_2.56e75d82-f441-49eb-98e2-05625e301627,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_4.0_ms_2.56e75d82-f441-49eb-98e2-05625e301627.gz,2025-01-27 08:17:41.265977,1,0.031387,False,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False
24,31352,9304,26325.90909090909,6967.255739327364,122.83729926469228,1.6581875794815446,2.0227301831921105e-08,0.0022815672517077,0.0266275850572152,22,1,10.757443488920671,4.298168881639676,53840,10.46367288972983,30,22,253,3.629543827996162,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,blue_dimer,13821f5c-78a6-485c-9006-a17a234cde9f,d9707874-28d5-48b6-824e-a2e6c8753437,fcidump.43_1_star_noncan_0.2_new.d9707874-28d5-48b6-824e-a2e6c8753437,sftp://sftp.l3harris.com/gsee/fcidump.43_1_star_noncan_0.2_new.d9707874-28d5-48b6-824e-a2e6c8753437.gz,2024-12-02 17:18:50.910303,1,61.75538,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False
25,3046824,318432,2479117.685714286,767556.1432277779,1412.755104841365,1.7478343624811794,1.0003485657989488e-08,0.0002448073570763,0.0052017458892318,70,1,30.071338798121957,13.894171659309176,5770886,37.61989499146056,90,70,1121,6.271101555480241,90d4e4fc-1216-4846-b45f-198c0530e29b,mo2_n2,138733f0-08f5-4077-b848-813c8ec53c79,f36a9dbc-c34a-401f-8ea6-dc996d785edf,fcidump.14_1_lut_prod_noncan_0.2_new.f36a9dbc-c34a-401f-8ea6-dc996d785edf,sftp://sftp.l3harris.com/gsee/fcidump.14_1_lut_prod_noncan_0.2_new.f36a9dbc-c34a-401f-8ea6-dc996d785edf.gz,2024-12-05 01:42:23.955941,1,7089.804667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,2623197,187103,2111631.494117647,672513.0752019905,3310.368352553791,19.98633709829956,1.0037601353680145e-08,0.0006651462470847,0.0500960134710188,85,1,36.06433097048506,16.83594530177899,4976904,7.105336432224386,4,85,926,14.222277710524674,6d355019-13aa-41fc-a530-31d5f968ba22,li_h_0,13b4bdcc-1cef-419a-92b1-156febff71d4,c21d87dd-9338-4498-8ed6-95b0dacd75b1,fcidump.li_h_cc-pVQZ.c21d87dd-9338-4498-8ed6-95b0dacd75b1,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li_h_cc-pVQZ.c21d87dd-9338-4498-8ed6-95b0dacd75b1.gz,2024-12-06 11:49:12.939556,1,6031.062141,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False
27,542912,48324,432227.5172413793,138686.8738299788,1401.6167325870597,5.514311454124073,1.0001767939130961e-08,0.0013816205385328,0.0366077928063193,58,1,24.71154579767032,11.253043965702014,1014474,20.05460737270318,18,58,679,7.328435388452993,b1c5ac4e-9b94-4e89-9557-da2026933172,c2_h6_0,15a25e30-cba9-4f63-80a6-ef95a8c79d41,da21513f-c490-45e2-8ce9-1c7a511ca925,fcidump.c2_h6_cc-pVDZ.da21513f-c490-45e2-8ce9-1c7a511ca925,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c2_h6_cc-pVDZ.da21513f-c490-45e2-8ce9-1c7a511ca925.gz,2024-12-04 05:11:01.350132,1,1895.646618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,17573,5869,14843.631578947368,3794.630114566002,78.61445726237254,0.9626672821400298,1.7234946020219472e-08,0.0026558938264315,0.0178645324058457,19,1,9.528006756756756,3.702030042069726,29601,9.756836759482493,22,19,189,2.466197747867407,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,blue_dimer,1a013e9f-7eab-4a1b-b486-1d9e2d99e754,6bf3207c-664b-4ed3-8e74-82b42e277234,fcidump.46_2_noncan_0.2_new.6bf3207c-664b-4ed3-8e74-82b42e277234,sftp://sftp.l3harris.com/gsee/fcidump.46_2_noncan_0.2_new.6bf3207c-664b-4ed3-8e74-82b42e277234.gz,2024-12-02 17:19:28.514036,1,34.57942,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False
29,5264,2224,4512.0,1052.9479704958972,126.17373028139892,33.948423776723686,5.792125946182426e-07,0.0148842432796271,0.3739389468371707,14,1,7.451692815854665,2.7167286196524234,8478,6.7790194053422805,18,14,105,4.881979949230365,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,mn_mono,1ade03f3-06b1-4e95-b271-fea5a6343829,f738fcd6-7ddc-4d70-8ff9-4019e3718b04,fcidump.61_3_15_af_noncan_0.2_new.f738fcd6-7ddc-4d70-8ff9-4019e3718b04,sftp://sftp.l3harris.com/gsee/fcidump.61_3_15_af_noncan_0.2_new.f738fcd6-7ddc-4d70-8ff9-4019e3718b04.gz,2024-12-03 07:28:11.908618,1,9.758683,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False
30,3634696,258698,2948335.4545454546,931989.7925435336,8787.69622972307,32.79678526338368,1.005906480289646e-08,0.0012593792068737,0.0747119238507744,88,1,37.18271088308636,17.352106304464296,6977801,23.51380501108424,18,88,948,47.01080744597685,d5c7ab73-dfc1-499e-9027-601476004107,Cu_1,1c7f5399-8982-4daf-81a5-7cef4e4588cc,68952c71-d281-40fa-bcd2-cb0352f70a89,fcidump.Cu1_vtz.68952c71-d281-40fa-bcd2-cb0352f70a89,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cu1_vtz.68952c71-d281-40fa-bcd2-cb0352f70a89.gz,2024-12-08 11:13:23.201398,1,7886.096136,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
31,175368,35996,145105.64705882352,41539.37405988681,389.72788892187936,2.529530359613364,1.0208399512024641e-08,0.0012339057236904,0.0215249214818471,34,1,15.62009694505919,6.693010932518421,315850,15.43951178457634,50,34,485,4.941998261909626,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,blue_dimer,1c9508e3-b9fe-44f1-ae58-c6339ef43f47,dc406285-bac1-4b99-afbf-06728b7d699b,fcidump.48_2_noncan_0.2_new.dc406285-bac1-4b99-afbf-06728b7d699b,sftp://sftp.l3harris.com/gsee/fcidump.48_2_noncan_0.2_new.dc406285-bac1-4b99-afbf-06728b7d699b.gz,2024-12-03 08:29:21.846784,1,345.384669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,25,9,20.0,5.196152422706632,64.0,2.0,0.5,0.8,0.6,13,1,4.0,3.3763886032268267,81,7.280565259393362,10,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,1d0de371-0d29-4da9-9e09-f2f25a2a4d77,04bb1db7-6c6a-4b65-96cc-7037ca2e89ae,FCIDUMP_L_16_Nf_5_U_4.0_ms_0.04bb1db7-6c6a-4b65-96cc-7037ca2e89ae,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_5_U_4.0_ms_0.04bb1db7-6c6a-4b65-96cc-7037ca2e89ae.gz,2025-01-27 08:17:38.575337,1,0.042237,False,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False
33,3620,1056,2978.1111111111118,813.2036705995265,194.8089938793354,8.352077850672972,1.0034792329271601e-08,0.0323656743444651,0.3792648246605908,18,1,8.90613058647616,3.5677284729149097,6020,8.537343119493984,12,18,141,2.934252135595422,8ed1a800-a4c6-4bff-a6de-cb220554c42f,cr_dimer,202e6184-1e7d-4c02-a82a-f588b6abf809,67acc90d-1a9e-49a7-98a1-8ca643dca272,FCIDUMP_d_3.0_b_sto-3g_ne_12.67acc90d-1a9e-49a7-98a1-8ca643dca272,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_3.0_b_sto-3g_ne_12.67acc90d-1a9e-49a7-98a1-8ca643dca272.gz,2024-12-03 07:32:20.833890,1,22.17885,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
