max_vertex_degree,min_vertex_degree,mean_vertex_degree,std_dev_vertex_degree,max_weight,min_weight,mean_weight,std_dev_weight,max_edge_order,min_edge_order,mean_edge_order,std_dev_edge_order,time_to_metrics,one_norm,number_of_terms,log_fci_dim,n_elec,n_orbs,df_spectral_gap,df_entropy,df_mean,df_median,df_std_deviation,df_variance,df_min_value,df_max_value,df_skewness,df_kurtosis,df_l2_norm,df_decay_rate,basis,system,ccsdt
13300,2142,10310.42857142857,3185.214877575221,9.372387991423086,1.0439277932555694e-08,0.014635684,0.1580078102933434,28,1,12.519167389418907,5.436603513496348,0.5097360610961914,362.95351782657656,23061,13.678566336433148,18,28,8.632150515964984,2.784539653728465,0.3102250076102176,0.008183448,1.649435683316313,2.720638073397153,1.1386788046920642e-08,19.014845968110684,9.234589762882903,92.49309997349042,24.37952377846961,0.088186912,2z,f2,FALSE
478,184,390.7142857142857,90.93359317296849,4.4688274023928205,0.000404954,0.1182139174199708,0.3622210442765662,13,1,6.071032186459489,2.862644311280061,0.02494359,107.7801051338737,902,5.2605054654643935,7,14,8.738726558680506,2.100090857813014,0.2693548692890757,0.00757238,1.3057621096034602,1.7050146868760785,1.6971765364950722e-08,12.026470463816215,8.089297896253568,68.77888426,12.788124936389028,0.1911762920569713,2z,n,TRUE
884836,69920,677694,212757.1116671482,13.810949649264709,1.0014954993863322e-08,0.00396891,0.082508792,75,1,33.38433038497986,15.23940721168148,74.01113104820251,6347.4562933574925,1542783,23.76711834292324,20,76,32.064810044232225,3.270661449847313,0.1594098977412436,0.000118043,1.715578287991986,2.943208862229513,1.0157894422621468e-08,46.32788773344082,23.96367430278807,627.0667118335602,49.93637068601407,0.022594627,vdz,Cr_0.0,TRUE
20896,5494,16804.5,4431.306776787182,3.741954495027902,1.1543963924263445e-08,0.009007053,0.094273843,24,1,11.56140350877193,4.705138588711381,0.4334273338317871,340.1169252420825,34885,8.052739623147437,8,24,8.323336039929938,2.616308898379365,0.1569953594501276,0.00017881,0.932781054,0.8700804941685877,1.5283761386805215e-08,12.401410184955346,11.031154834596228,136.0829287798023,13.933986652838064,0.086721361,2z,c_h2_singlet,TRUE
17588,3440,14481.142857142857,4181.003995234071,8.942302690424533,1.3734777192115353e-08,0.009843859,0.1093804154646998,28,1,12.955204805418877,5.485465482446819,0.6278305053710938,308.49474370256263,31299,11.152083466883983,12,28,12.148369611076856,2.581002609289281,0.1779935056699479,0.000828917,1.1769475622319232,1.385205564243667,1.2260353098916663e-08,16.927807742237643,12.484681996108014,170.60884036169517,18.36352814816461,0.075395105,2z,li_f,TRUE
3164,894,2515.181818181818,657.9736549273932,6.0128965715673806,8.371578077452386e-05,0.075730496,0.354919796,21,1,9.380233937955586,4.548026575636364,0.1973791122436523,491.4198558,5900,5.206637011283536,5,22,17.686288226645676,2.198888750315202,0.2531178903627832,0.001556059,1.6643517699775523,2.770066814227412,1.584976741679314e-08,20.538941671135888,11.38927247476188,135.04728648006872,21.294639628410213,0.1111826954097477,vdz,O_1.0,TRUE
495606,57348,381432.5,121416.15018913258,5.493099915154216,1.0000525379634438e-08,0.001234581,0.037578354,48,1,21.237249247772315,9.352271408,13.274299144744871,1117.030330371996,862107,18.44912136,18,48,8.943646824136726,3.2724796475518123,0.1541606604561506,6.279116551168571e-05,1.0450139282770634,1.0920541102930592,1.0523359675240312e-08,18.991213479789685,13.949107007545717,227.1949992,23.549147562153745,0.03903213,2z,n2_h4,TRUE
37500,7178,28593.14285714286,8243.855814719078,35.76342722700587,1.0025356857604831e-08,0.005123282,0.1546296231875451,28,1,13.270479031990718,5.544408549,0.9266486167907716,374.7804319,60331,12.984991363983836,16,28,9.52852359,2.668847787846305,0.1968226131575014,0.000274861,1.192470733717483,1.421986450772712,1.0320330782088188e-08,16.174207065658734,11.182535057234489,139.44656561490862,18.44855178312721,0.083310743,2z,si_h2_singlet,TRUE
109064,12924,88297.48148148147,27446.77771328084,10.431710603591108,1.0020082987635876e-08,0.006652181,0.1244809006480188,53,1,22.47274132657149,11.114977845699524,11.51073194,1537.4887205977984,212172,13.748251841895977,11,54,22.393749029528152,3.132020047672473,0.1399201330525458,0.001154003,1.2407750541946787,1.5395227351118077,1.073708969387392e-08,26.37483748709673,19.637385451346308,409.4710688561871,27.49843056778779,0.036728113,vdz,Ti_1.0,TRUE
884628,69920,677594.6842105263,212707.7776668096,12.984693668335206,1.0020082987656203e-08,0.00392478,0.080742532,75,1,33.38601652665386,15.240382363347994,74.60811663,6289.024763,1542479,22.25523498194436,18,76,31.566288944413287,3.2464618881243594,0.1535610435052137,0.000121253,1.651044825496775,2.725949015799676,1.0009025251873755e-08,44.29188909896523,23.91716905171551,623.4929401921218,47.511726322174326,0.022724434,vdz,Ti_0.0,TRUE
855794,72594,663499.2068965518,220837.3033793289,5.748069282529914,1.0000758614981373e-08,0.001031331,0.034272042,58,1,24.99095965581622,11.336163736610713,29.66771531105041,1684.708320954516,1539876,20.05460737270318,18,58,10.208784880573107,3.453488244780629,0.125950493,2.971832129589538e-05,0.9087554904646024,0.825836541,1.0071589261174105e-08,19.090326163696936,15.882633242822113,302.5637117447726,23.462136402435583,0.029272619,2z,c2_h6,TRUE
38690,8298,29340.35714285714,8047.396101553975,48.06402570014292,1.0093211533408582e-08,0.005977251,0.204254548,28,1,13.482292316276627,5.643438650320864,0.8366618156433105,465.6686752646157,60935,13.678566336433148,18,28,12.240058133538522,2.655332442218957,0.2299402846316324,0.00035511,1.4256088935377378,2.032360717333893,1.2482000313607077e-08,19.70453611670693,11.625936269686084,149.57229559563953,22.04221739,0.084362492,2z,h2_s,TRUE
177504,25414,129637.52631578948,38780.61179027808,5.4783663194992105,1.0002059617718928e-08,0.002282341,0.053015644,38,1,17.91674152849053,7.613434609476089,4.068915843963623,638.6375492070495,274952,16.424437233437114,18,38,7.246468269361797,3.054722641429389,0.2024127567291286,0.000262151,1.2501612227874528,1.562903082961419,1.1361007638312744e-08,18.71691898135868,11.703881540242568,154.62759246230024,23.659079197208595,0.05657408,2z,h2_o2,FALSE
40240,5618,31780.88888888889,9953.145303475618,48.75421369279028,1.0084228856230014e-08,0.006890161,0.2666362983081771,35,1,15.919187421733684,7.007665047973685,1.582353115081787,742.0072367265396,71871,19.680063639128843,32,36,10.134057033123014,2.889371104801744,0.2930965650274984,0.001897846,1.7276103846580535,2.9846376411783475,1.2157488800571393e-08,21.35959003724575,10.086600121483754,109.2048409103199,29.373842951990525,0.068724804,2z,s2,FALSE
29772,4834,23750.4375,7129.524120416015,48.17323865442778,1.001164838519518e-08,0.007928101,0.2234504470217842,31,1,14.63028413028413,6.296749753756102,1.128593683242798,528.3511781086653,51949,16.221344234866493,22,32,9.761131696953726,2.785675769075596,0.2322493569844103,0.001418978,1.4340199626947607,2.056413253407083,1.1418270800483244e-08,19.97853201874941,11.242539522036058,140.7195418842696,23.781812559533183,0.072403748,2z,c_s,FALSE
109114,12932,88328.62962962964,27456.449900872514,13.89380293744269,1.3540101362908776e-08,0.009738056,0.1576989492851902,53,1,22.472619165406343,11.114733743416243,14.007873296737673,2161.615765285452,212248,20.10469876904957,19,54,34.829374450705274,3.094849784460579,0.2071104610703128,0.000685449,1.9082783034759567,3.6415260835170753,1.001940205403685e-08,41.465487205739954,20.12429703,429.2519677864234,43.17773660418674,0.03703983,vdz,Cu_0.0,TRUE
77423,16003,63133.206896551725,18547.742781859502,4.816990918265522,1.0034718189155668e-08,0.003960869,0.062819802,29,1,13.512602127047154,5.434004205227975,1.555882453918457,570.5520051354086,135494,10.149303807990789,10,29,10.805277200905293,2.7827630400539274,0.1560762641391948,8.893475891735942e-05,1.011868825118503,1.0238785192466997,1.4840453178921074e-08,15.520028506152654,12.755467279961444,183.80863001385745,17.375057870655052,0.066068681,2z,n_h3,TRUE
109094,12930,88312.51851851853,27450.576711705213,11.25832502192168,1.0433859422712685e-08,0.007147816,0.1320398850528719,53,1,22.471061100823192,11.113758691106812,11.563616275787354,1636.1143094511613,212224,15.225775035081998,13,54,25.488225752616525,3.126838567663803,0.1519139479508501,0.00075632,1.379105986601982,1.9019333222814268,1.0647696591649269e-08,29.80700569784703,20.02526510841978,424.9433853791056,31.024274124171225,0.036486172,vdz,Cr_1.0,TRUE
17426,3362,14237.57142857143,4155.063257457025,6.083923341184257,1.0031260585562872e-08,0.011968136,0.1194251140908317,28,1,12.93316895925253,5.491772176820431,1.3770720958709717,372.94414311761096,30825,12.56586205624186,15,28,7.832913062,2.757621496991452,0.2225992602701942,0.001107331,1.3092081160715152,1.714025891187526,1.1033308431906976e-08,17.23183032439977,10.59714624479702,124.54138224326783,20.70142618787576,0.080349097,2z,n_o,FALSE
37712,7212,28717.64285714286,8274.822537,41.61189394715419,1.0021741262160294e-08,0.005571496,0.1781475116415855,28,1,13.26800211207181,5.542869555174318,0.8007686138153076,420.3122711020201,60605,13.331778850208492,17,28,10.989711483190966,2.663447159085712,0.2127059138492751,0.000291427,1.3099735623466724,1.7160307340472314,1.0575757251440336e-08,18.04723061711632,11.492212020276687,146.7072646707125,20.34452056109744,0.084397382,2z,p_h2,TRUE
32651,5029,26535.60606060606,7938.936383761858,4.398416602450679,1.001112028667494e-08,0.008541419,0.095164395,33,1,14.601153852566988,6.363724039051116,1.8134524822235107,531.6256104038628,59974,13.261272247412732,14,33,8.457844648,2.8910287764203413,0.1727167077804113,0.000307714,1.0940704702554005,1.1969901938848728,1.0099861542152472e-08,16.455308903732213,12.02858264954457,163.8842417,19.53308501785517,0.061895412,2z,h_c_n,FALSE
109040,12910,88278.51851851853,27442.58257522067,9.947953554690836,1.0273816574821889e-08,0.006328924,0.1194675773452303,53,1,22.47172790911448,11.11418104639423,11.871161937713625,1468.8819117829955,212136,12.912108644534644,10,54,20.86920189743936,3.1242545069917926,0.1330510284762412,0.001008267,1.1707247040533797,1.3705963326808732,1.2075354670905382e-08,24.651738595384693,19.44576500809132,401.5395685109328,25.70661939301048,0.036091958,vdz,Sc_1.0,TRUE
884402,69896,677458.8157894737,212654.85815114088,12.44634603739682,1.009219496849829e-08,0.003782826,0.078768463,75,1,33.38499276365957,15.240200156879569,74.96010398864746,6069.85367,1542217,21.42916017924353,17,76,30.65507023,3.231134275923905,0.1468842953634845,0.000116117,1.5904453664256524,2.529516463584828,1.0062143698927053e-08,42.75897461334347,23.99594806,627.2754941202303,45.82082792162334,0.022646455,vdz,Sc_0.0,TRUE
109118,12924,88315.88888888889,27456.68181893385,12.349261327826737,1.3440083312007104e-08,0.008162364,0.1424714758961645,53,1,22.474460294346343,11.115443165714362,14.29073429107666,1845.3191265370715,212200,17.791032378502212,16,54,28.689355860768632,3.1295253612237093,0.1751269811235064,0.000711778,1.5771569546257789,2.4874240595244603,1.0451809572221992e-08,33.97210988522927,19.909930170988897,420.8205799,35.41201169776807,0.037159644,vdz,Fe_0.0,TRUE
1480,448,1204.7777777777778,308.9279951264364,21.889847306796035,5.176021065044225e-07,0.030915251,0.4275092805710176,17,1,7.894430287586458,3.778417855898823,0.06867528,126.86719386958464,2748,8.201551017570791,11,18,6.599826983902552,2.076220807224124,0.1701540624842361,0.000980324,0.964389789,0.9300476647787278,2.0152601152295773e-08,10.042489693215284,9.133474775250914,88.13139568099783,10.816561769367905,0.1429561056372235,2z,na,TRUE
113251,17541,88432.09090909091,28714.163178688348,35.36567085146207,1.000984213533617e-08,0.002181294,0.087053326,33,1,14.894776062268726,6.078152369,2.5270681381225586,484.6161017419258,195926,14.728736468603191,17,33,9.352282226646922,2.846672859063305,0.1758982299548085,0.00010241,1.1093247056051725,1.2306013024660027,1.113102515951655e-08,16.584454260412034,12.035565865871447,164.46294114463075,19.35659635527045,0.066186587,2z,si_h3,TRUE
3719,1169,2932.894736842105,683.9108817549444,6.360028877685924,1.4467720064631237e-07,0.034037524,0.2095434165949075,19,1,9.232107356,3.892011018372903,0.1105604171752929,210.69320911230167,6037,7.653888791477118,9,19,10.473958103065186,2.382308970086749,0.2335497683449535,0.00138242,1.296715650168997,1.6814714773932045,1.4073654020115236e-08,14.912582897993298,9.917927149024424,106.64204877508112,16.190693707335864,0.1258483175742489,2z,o_h,TRUE
396546,48182,292349.0833333333,97396.43214,5.811815763848702,1.000046700321401e-08,0.001527264,0.042106404,48,1,20.50565219424376,8.975140152843386,11.18706512451172,1096.5288041811318,684337,18.44912136,18,48,8.915455180710863,3.265843893685237,0.1521806367041841,5.636803920910214e-05,1.0410173206539008,1.0837170619014267,1.0186630557981662e-08,19.03305097,14.050069432927137,230.3377114039172,23.595733344586392,0.038589352,2z,h3_c_o_h,TRUE
17596,3438,14488.92857142857,4181.102605162658,1.991281640335852,1.5671038069309517e-08,0.006539282,0.061798745,28,1,12.953065134099615,5.484300726794015,0.5376007556915283,225.2131655838764,31321,7.030687786176761,6,28,3.797029358182132,2.6749095446734805,0.072504929,0.000221587,0.4566359665745708,0.2085164059694925,1.0180876127649416e-08,6.507949494614716,11.717181897100875,154.0010274485048,7.440920845065482,0.065923833,2z,li2,TRUE
73986,8374,57879.42857142857,17752.062202329456,5.609926293256772,1.0008846924842174e-08,0.005438564,0.079487578,41,1,18.33520134557221,8.415985772832249,5.645193099975586,725.1099506215384,132584,19.263001456956992,22,42,7.349626109888032,3.133425585,0.1974815649736147,0.000318825,1.2651840564183556,1.600690696615205,1.2055616195998217e-08,19.774254570145985,11.999499085654156,163.1500190181329,25.769639391606766,0.048277453,2z,c_o2,FALSE
109110,12932,88326.29629629629,27455.350372201712,11.783375970188056,1.2592315800505072e-08,0.007870615,0.1377499113896543,53,1,22.472449032476923,11.114749675554853,11.805257081985474,1787.6651034346244,212244,15.878987548857342,14,54,26.85306383039846,3.1289804872371407,0.1688187793751756,0.001465263,1.4996603720258288,2.248981231424648,1.090446848503732e-08,31.92581022932904,19.65241291407807,410.31287932229344,33.30365224258684,0.036860121,vdz,Mn_1.0,TRUE
209676,29512,165270.05263157896,51899.09452711167,34.98563330530755,1.0024083041559904e-08,0.001563547,0.065074763,38,1,17.123114968195413,7.308009481447897,4.956540822982788,621.2676998873953,366772,16.424437233437114,18,38,9.257493912336477,2.9994104183566543,0.1643913886430626,7.58075876460833e-05,1.0587399756438274,1.120930336026292,1.0611374008328504e-08,16.998546202327113,12.671168310650843,184.96874544276747,20.21563582547721,0.05512175,2z,si_h4,TRUE
16920,3138,13739.357142857143,4083.854448699569,6.239570765073553,1.0175708085913537e-08,0.011825727,0.1252768907158118,28,1,12.913796576032226,5.489416194032002,0.5439834594726562,362.9151094944155,29791,12.912649542466516,16,28,7.096585872509399,2.770755084217277,0.2472479943995151,0.001686491,1.4051165812822657,1.974352606994362,1.1634865267372052e-08,17.694070846771744,10.085351716085151,112.00204372872992,21.77769072722919,0.082353142,2z,o2,FALSE
1480,448,1204.7777777777778,308.9279951264364,48.90243873825043,1.4915165773021175e-05,0.076140522,0.9652319361254168,17,1,7.894430287586458,3.778417855898823,0.066145658,323.23449956072614,2748,9.189569720287675,16,18,12.873236200778727,2.2080840811223243,0.3428107938707968,0.005080029,1.8396209788153588,3.384205345697579,1.6974497212748144e-08,19.078380092595395,9.089945472896089,87.53622721279024,20.498949981182665,0.1488730947835166,2z,s,TRUE
3719,1169,2932.894736842105,683.9108817549444,3.929607665512113,5.601153261419024e-08,0.031435924,0.1896077768216659,19,1,9.232107356,3.892011018372903,0.1898500919342041,200.5095255633226,6037,7.051828800149155,8,19,8.938480291360015,2.389732621301426,0.20788853,0.001191011,1.1430224121515484,1.3065002346807442,1.4482626928974304e-08,13.06219417513962,9.779102664,104.02209415202692,14.276112888964397,0.1262773679172882,2z,n_h,TRUE
273724,35286,208684.4583333333,66109.76262151652,5.1466546818796814,1.0008712065245541e-08,0.002251118,0.050222608,48,1,21.35698690887382,9.427916236727784,8.887147903442383,1120.8249282948598,469021,17.153486393028327,16,48,9.640037481,3.264034032690572,0.1358929133810058,5.340793691833627e-05,0.939519238,0.8826963983482526,1.0008546371216346e-08,17.70817557397344,14.50630040931942,248.36063725494176,21.45913412122038,0.037538507,2z,c2_h4,TRUE
884820,69924,677686.4736842106,212749.95285196297,14.299130339597042,1.0083778527441846e-08,0.004171849,0.084495965,75,1,33.38413273752345,15.239663545745048,74.36891127,6657.570267642966,1542775,24.459354964600283,21,76,32.76393392122125,3.278836918543523,0.1688211847759984,0.000114522,1.794641004547234,3.220736335202305,1.0006769729665044e-08,48.09537197,23.688382079310955,613.9362776557872,52.02513201056794,0.022923848,vdz,Mn_0.0,TRUE
17580,3434,14457,4180.170040970651,4.127859134896443,1.1120755829857264e-08,0.012113755,0.1102701958456433,28,1,12.952643030846026,5.487375151348189,2.344910144805908,386.4890021,31253,11.649408107691936,13,28,7.998077150273511,2.733909944638746,0.1825663706706054,0.000547218,1.1234387530406305,1.2621146318334868,1.1206790027433552e-08,15.553507129673964,11.266144476963143,141.50720863102964,18.21081954642709,0.076523023,2z,c_n,FALSE
43828,6310,34866.72222222222,10875.620259734642,42.18060677281528,1.001482061575149e-08,0.005945855,0.2207471521587851,35,1,16.083672894082675,7.042745317186172,1.6598479747772217,672.5559194050202,78043,19.49138325276514,30,36,8.971076533326144,2.878323569570581,0.263482274,0.001481418,1.5732524737343947,2.475123346111392,1.0841183112402253e-08,19.732844416041026,10.191797403284806,111.7031578415214,26.976660819109355,0.066843644,2z,p2,FALSE
1480,448,1204.7777777777778,308.9279951264364,55.94497896834572,1.793960514404906e-05,0.085200416,1.108202976946042,17,1,7.894430287586458,3.778417855898823,0.087287188,367.4972626467799,2748,9.327872418,17,18,13.978981368828215,2.2138805518258065,0.3593291235832131,0.005400168,1.9587897426287613,3.836857255827649,1.2190728142287709e-08,20.65165061280307,9.254119821,90.77973900073184,22.17613265845644,0.148940236,2z,cl,TRUE
3719,1169,2932.894736842105,683.9108817549444,3.0865440096894416,8.340959212488228e-08,0.018617112,0.1223290290183842,19,1,9.232107356,3.892011018372903,0.099241734,129.6680696897711,6037,4.465992220784307,4,19,3.653541532914448,2.3346636057799124,0.103457516,0.000545733,0.5648739383807937,0.3190825662618287,1.4848386931560836e-08,6.269569628844045,9.318277339815264,94.37181287,7.033342275727987,0.112100082,2z,li_h,TRUE
478,184,390.7142857142857,90.93359317296849,1.9308913377179096,0.000185662,0.066830744,0.2240489071114517,13,1,6.071032186459489,2.862644311280061,0.024956465,68.61797210762583,902,3.9180827846421873,4,14,4.504143640802564,2.086009536465931,0.1431270055003894,0.003476811,0.6868514927838992,0.4717649731394707,1.4965827216312843e-08,6.291479672459592,7.972410379909909,67.18154394871424,6.729563788356129,0.1786271912804186,2z,be,TRUE
3917,773,2900.4736842105262,824.4007308930245,9.260837417,1.0825605807122354e-07,0.036633431,0.2356527417701711,18,1,9.130053015241884,3.871762064179068,0.1172206401824951,222.7439737918945,6037,8.131010046,10,19,12.077323293877438,2.374271137319739,0.2586629869832857,0.001624835,1.4540286514260088,2.1141993191677377,1.2200359227174066e-08,16.861742364249825,10.069864398640004,109.59621741364514,18.207912860084587,0.1259723066377598,2z,h_f,TRUE
17558,3422,14424.714285714286,4176.260467187831,4.072318196781682,1.11949472844041e-08,0.012667652,0.1155641032757075,28,1,12.94857655809182,5.484705344506187,0.6691329479217529,397.8561462672448,31193,12.146732748499884,14,28,8.205437108611248,2.744022176534093,0.1999790105499896,0.000643059,1.2175558539534763,1.482442257496379,1.0339011896601785e-08,16.652893679406716,11.091773474157714,136.9214853,19.66464342386764,0.077603945,2z,n2,FALSE
109062,12916,88289.22222222222,27449.46674086812,11.11631747701769,1.025656675606915e-08,0.007649318,0.1404443868787556,53,1,22.473181331812377,11.116228001918223,11.720011711120604,1753.824411677223,212148,14.51725971283975,12,54,26.81226664958398,3.058278076441079,0.1588590091075114,0.000644407,1.4638217145509569,2.1427740119909022,1.0066485394899215e-08,31.384153754300904,19.93705835212448,419.8591796873662,32.59332748301569,0.036984582,vdz,V_1.0,TRUE
884834,69940,677690.8684210526,212754.553,13.709403120494253,1.0033554992926186e-08,0.00418655,0.086225424,75,1,33.38586404131966,15.240103071780434,74.56465744972229,6698.236647652262,1542705,23.03338623,19,76,33.85624955861931,3.226788235378025,0.1650912551051999,0.000109576,1.7930921424002098,3.2151794311373743,1.0220892086914633e-08,48.198798125383625,23.966526378231084,625.3884509869376,51.75182065700257,0.022829755,vdz,V_0.0,TRUE
37234,7198,28438.85714285714,8181.2734850226525,35.742464970813266,1.000797108038262e-08,0.005212218,0.1548876401853461,28,1,13.262624916722183,5.539319404545565,0.8295290470123291,378.7368383924152,60041,12.912649542466516,16,28,9.554379205556842,2.667126573451972,0.1923840597803192,0.000236119,1.1814414918674676,1.3958039987060271,1.0029786532240282e-08,16.217472789697027,11.317401643118622,142.88792024418993,18.50521370895502,0.082398143,2z,si_h2_triplet,TRUE
20742,5500,16712.5,4405.556236163601,3.763859086054108,1.0461958094449676e-08,0.009116826,0.094999175,24,1,11.55707946752723,4.701409458383026,0.4425339698791504,342.37507188628086,34707,7.934640311069442,8,24,8.552344195444407,2.6107672644617312,0.1617661566251952,0.000280475,0.9524332864641126,0.9071291651648304,1.1221130437307226e-08,12.52633455047496,10.916474117041256,133.15448702390387,14.066238316406874,0.08799954,2z,c_h2_triplet,TRUE
930032,51790,698850.0303030303,254140.61889517648,34.59946741201319,1.0000311705172212e-08,0.000687357,0.043069845,66,1,27.753653474825065,13.03925158747146,42.48869442939758,1262.0698758600126,1661912,30.80140161245557,34,66,6.130110837248894,3.5256397667040504,0.1631021175410251,6.896080145092156e-05,1.0928546059995607,1.194331189854455,1.0173362126093905e-08,19.52333108643318,13.221967989392946,202.11824898149965,27.97531711125232,0.030815584,2z,si2_h6,FALSE
153194,29108,124095.9411764706,36520.773687073255,4.754609864,1.0165647131116313e-08,0.002832794,0.050892606,34,1,15.635756558346026,6.621816726773695,3.174261569976806,816.4125271259593,269848,10.88888907549272,10,34,10.778172271294403,2.941032100379771,0.1316889885556026,4.0772525916114045e-05,0.8889515539351405,0.790234865,1.0277593386087445e-08,15.02799156745783,13.726113563232571,217.25909910976188,17.121635387632544,0.052823689,2z,c_h4,TRUE
47186,7084,37981.16666666666,11705.583457621124,21.57258162053662,1.0035559624464694e-08,0.003247682,0.1082049605789234,35,1,16.140830106714514,7.020108168608732,1.6550207138061523,362.1785858166669,84713,17.557467504495015,22,36,4.807618857201092,2.751240582495861,0.1335640762451348,0.000341215,0.8761523532033065,0.7676429460236915,1.1131134605862696e-08,11.282737383803235,10.564573440631756,119.22188269369155,15.779667036739074,0.05852893,2z,na2,TRUE
109114,12932,88328.62962962964,27456.449900872514,13.89380293744269,1.3540101362908776e-08,0.009738056,0.1576989492851902,53,1,22.472619165406343,11.114733743416243,11.59819245,2161.615765285452,212248,19.451486255274222,18,54,34.829374450705274,3.094849784460579,0.2071104610703128,0.000685449,1.9082783034759567,3.6415260835170753,1.001940205403685e-08,41.465487205739954,20.12429703,429.2519677864234,43.17773660418674,0.03703983,vdz,Cu_1.0,TRUE
