task_uuid,max_vertex_degree,min_vertex_degree,mean_vertex_degree,std_dev_vertex_degree,max_weight,min_weight,mean_weight,std_dev_weight,max_edge_order,mean_edge_order,std_dev_edge_order,one_norm,log_fci_dim,n_elec,n_orbs,df_gap,embedding,embedded_component_1,embedded_component_2,Y,Y_predicted,prob_class_0,prob_class_1
80043b93-039c-4d5a-abcb-84b8f25f7abb,34918,7596,28345.42857,8354.52399,9.295023087,1.5e-08,0.003745473,0.072838575,28,13.09905925,5.328235002,226.9382393,11.15208347,12,28,9.800225865,PCA,-0.5220081918994415,-0.10948399972580787,True,True,0.15503032420767957,0.8449696757923207
af56de36-35aa-44b9-8eb7-b9c1e8f7d0f3,5264,2224,4512.0,1052.94797,76.3561437,1.83e-08,0.121683156,2.119057181,14,7.451692816,2.71672862,1031.508112,6.602928146,18,14,20.12911477,PCA,-0.5611633722463796,-0.7083167272785031,True,True,0.23513572064694113,0.7648642793530587
92917287-d937-410c-bb70-c1f34224fab7,7357,2251,6062.368421,1603.335346,3.009140566,2.53e-07,0.006160968,0.075133399,19,9.524144204,3.645626764,74.51074636,4.465992221,4,19,2.424589708,PCA,-0.6918085232508923,-0.16506206635647072,True,True,0.04491078124417756,0.9550892187558225
35c1aee4-4ef3-4e18-bc2a-377cf45e8fa1,106854,24442,88748.26667,24918.49257,2.016765214,1.09e-08,0.001338218,0.021197881,30,14.00499719,5.893816736,254.4046607,13.53474592,45,30,4.48227997,PCA,-0.5016219076323793,0.1807494598403464,True,True,0.11471586121778267,0.8852841387822175
5509795a-90ce-45d6-b03d-db956a5da5b2,911,521,798.1111111,152.7062863,1.003784193,1.16e-08,0.010112454,0.057742419,9,5.277736958,1.763582835,13.76305045,4.20074109,11,9,3.372472192,PCA,-0.7986686662303353,-0.1257444341309739,True,True,0.089383945733111,0.9106160542668891
d937e005-3688-4138-9465-426798087395,1140,596,981.8,199.5604169,0.781468334,1.34e-08,0.008748751,0.043530276,10,5.639287766,1.995035872,15.23157542,4.723619836,10,10,3.445180241,PCA,-0.7853577999251077,-0.12289409655227264,True,True,0.10938980212061272,0.8906101978793873
dab492c3-27fe-4ac3-8c98-de2563caf66c,731,409,633.4444444,119.7990086,1.023562121,1.22e-08,0.012537234,0.065199786,9,5.18744313,1.833711887,13.77842033,3.848558572,12,9,3.376281989,PCA,-0.8003001508874852,-0.12524693622435157,True,True,0.1072365308835353,0.8927634691164645
13821f5c-78a6-485c-9006-a17a234cde9f,31352,9304,26325.90909,6967.255739,1.658187579,2.02e-08,0.002281567,0.026627585,22,10.75744349,4.298168882,122.8372993,10.46367289,30,22,3.629543828,PCA,-0.6203518515782362,0.06021604101404182,True,True,0.09202070976073595,0.907979290239264
1a013e9f-7eab-4a1b-b486-1d9e2d99e754,17573,5869,14843.63158,3794.630115,0.962667282,1.72e-08,0.002655894,0.017864532,19,9.528006757,3.702030042,78.61445726,9.756836759,22,19,2.466197748,PCA,-0.6639844031610973,0.015749722076818212,True,True,0.09141129524053271,0.9085887047594672
001a0d11-165a-49c5-a334-643023029f40,81324,19726,67692.21429,18789.08435,1.892642564,1.07e-08,0.001254349,0.019952914,28,13.19554714,5.494477019,180.1722034,13.67856634,38,28,4.215826825,PCA,-0.5288737827223849,0.14407613788165063,True,True,0.13200842427036996,0.8679915757296301
e7d3b8bd-ff6c-44f6-8a9e-b9b75396cee0,17220,3810,14016.14286,3990.634498,1.948807833,1.5e-08,0.004210933,0.051207362,28,13.05909756,5.409686614,126.5469441,7.030687786,6,28,2.344342063,PCA,-0.5860759799547042,-0.1126771165834227,True,True,0.05459820905619211,0.9454017909438077
80d75334-b878-41ec-99a8-b21277f3df60,11646,3334,9671.833333,2564.478369,6.062610398,1.65e-08,0.012831856,0.12889304,24,11.50952003,4.745549347,258.7928684,9.256859606,10,24,8.694990384,PCA,-0.5843033077391373,-0.12908737627795586,True,True,0.21511558682617302,0.7848844131738272
fa3bc2a8-8067-4088-909a-2ddfa655ebfb,16011,4257,13228.13043,3619.480377,55.98800296,1.04e-08,0.008990173,0.350169214,23,11.12420475,4.445053848,245.8812443,11.82464609,18,23,12.43868531,PCA,-0.48483183176321404,-0.34054624876664763,True,True,0.07165798636342292,0.9283420136365769
77c3a92c-066c-4043-a4a1-5e8324014d0b,76115,14107,62354.03448,17859.55904,4.617778764,1.01e-08,0.003001705,0.056248216,29,13.5842467,5.605743674,399.5719536,10.14930381,10,29,7.913610008,PCA,-0.5195131898417997,-0.09759639484391436,True,True,0.15360660401231246,0.8463933959876874
09b81c3d-aee1-4bc3-98ce-a72da477b108,51953,13871,43421.72,11801.3223,1.716137171,1.55e-08,0.00177137,0.021276271,25,11.97919862,4.895770561,160.5197327,11.2822752,37,25,3.332133518,PCA,-0.5811816864608597,0.11313635754004858,True,True,0.0835776202721407,0.9164223797278593
3fb92ecd-bcbc-43dd-9f29-aa56ea646b75,1970,644,1613.285714,430.7552219,1.866941121,4.61e-07,0.015595777,0.107829463,14,7.109222537,2.695027409,49.5477826,3.918082785,4,14,3.569682515,PCA,-0.7486212898002592,-0.1774550783022743,True,True,0.0917288428805711,0.9082711571194287
b59bd259-4941-4cec-bca5-e2795c35d8e0,7305,2251,5996.684211,1653.792485,9.571039256,2.38e-08,0.015959588,0.157429398,19,9.420952538,3.575960318,193.0152546,8.131010046,10,19,9.852392087,PCA,-0.6367379177333635,-0.17017301706647428,True,True,0.1484171476959286,0.8515828523040715
de3ea361-c2d3-4ab6-add4-ccd43cea6aa8,5264,2224,4512.0,1052.94797,34.2779399,2.36e-08,0.01132776,0.374674112,14,7.451692816,2.71672862,96.02542529,6.837011352,16,14,4.115989842,PCA,-0.6748585664002609,-0.26024831095621653,True,True,0.035001472501159085,0.9649985274988409
1ade03f3-06b1-4e95-b271-fea5a6343829,5264,2224,4512.0,1052.94797,33.94842378,5.79e-07,0.014884243,0.373938947,14,7.451692816,2.71672862,126.1737303,6.779019405,18,14,4.881979949,PCA,-0.6725504170441019,-0.25288510605862063,True,True,0.03802685014731314,0.9619731498526871
a9c90f98-6557-44d2-9ca0-0c9122f4080c,5264,2224,4512.0,1052.94797,34.12358046,1.11e-07,0.01379094,0.373505932,14,7.451692816,2.71672862,116.9057993,6.47798941,18,14,4.457547343,PCA,-0.6753650253536577,-0.2547506814774847,True,True,0.03357157432527834,0.9664284256747218
590c2f0b-964b-4d09-96ad-101a9be59cab,5264,2224,4512.0,1052.94797,34.23645744,1.15e-08,0.013119274,0.373801657,14,7.451692816,2.71672862,111.2120834,6.47798941,18,14,4.581526614,PCA,-0.6748161914853998,-0.2558885198617705,True,True,0.03378902502623827,0.9662109749737616
d28f02ba-d43f-4df9-a01a-f1e8ac326e08,5264,2224,4511.142857,1052.442524,79.80485035,2.85e-08,0.143611712,2.515029376,14,7.452035398,2.716957616,1217.109262,6.602928146,18,14,6.78844786,PCA,-0.6059603277830128,-0.686656114374477,True,True,0.0587808463572351,0.9412191536427648
752966e5-7de7-4506-82ae-6b22cd54b1c1,13608,3496,10825.18182,2877.518164,6.168503648,2.23e-08,0.010693176,0.138076226,22,9.892170301,4.249967682,257.4382014,4.529943402,5,22,10.05268601,PCA,-0.6298009272972522,-0.22326829199086562,False,True,0.2016203591653532,0.7983796408346466
6c39d3a7-c71a-4049-a8c7-3a3a4b61d8da,106848,24434,88736.13333,24919.20279,32.42403336,1.01e-08,0.001501607,0.079300214,30,14.00543996,5.893594779,285.4179385,11.46256826,48,30,5.722904599,PCA,-0.45447998334758505,0.008898608714360462,True,True,0.03156287590275393,0.9684371240972462
02588640-a5ae-48e6-b28b-f6759886ab70,34732,7562,28334.07143,8363.477122,6.241422583,1.23e-08,0.005006515,0.075887762,28,13.08560401,5.316997686,303.5350124,12.14673275,14,28,6.662331681,PCA,-0.5322846744098106,-0.05492584465927655,True,True,0.13357679985283066,0.8664232001471697
b9c35349-927d-47d5-8e0c-e054bbf4e4e0,17440,3872,14158.57143,4030.845387,4.173332679,1.08e-08,0.010535037,0.105800543,28,13.01083032,5.416133946,321.0025679,12.14673275,14,28,6.029586292,PCA,-0.5410637713144317,-0.04507719960960016,True,True,0.17846689827679887,0.8215331017232012
7cc1ed5c-0dcb-4315-9e51-2ae94b5cdd02,106820,24426,88719.8,24913.55262,75.5669319,1.05e-08,0.014051562,0.755306132,30,14.0049251,5.89384993,2670.457252,11.54724382,48,30,11.05704639,PCA,-0.32496604085498315,-0.3192391632110375,True,True,0.02996904623258043,0.9700309537674195
ff0da1e2-2c76-4589-aefa-c13bb1a1ef8f,121659,27057,100939.1935,28492.44187,32.35063432,1.02e-08,0.001684627,0.074875436,31,14.40926045,6.093738795,365.8336405,12.28692916,50,31,6.037641526,PCA,-0.43476666703998684,0.02903082473955229,True,True,0.03701110095784409,0.9629888990421559
a16168e2-98cd-430d-a180-84f64b4d5e75,121655,27051,100936.1613,28493.05518,32.38640546,1.12e-08,0.001540515,0.074530771,31,14.40935842,6.093547974,334.5260148,11.65010706,50,31,5.976969071,PCA,-0.4386973454560423,0.022010816673465994,True,True,0.032490714373725076,0.9675092856262749
6e617348-d0b3-4b6d-9923-ea54ba5cf751,121657,27055,100938.9355,28492.60045,32.49176505,1.02e-08,0.001535028,0.074609192,31,14.40975446,6.093564432,333.3344859,11.65010706,50,31,5.941613495,PCA,-0.43865629555178914,0.021689684963593664,True,True,0.03220524306691114,0.9677947569330888
472bbfb1-c081-4df6-b966-32ce1194ab8c,121629,27051,100905.1935,28481.65153,71.36157167,1.02e-08,0.012465853,0.656324078,31,14.40931704,6.094401044,2706.162063,11.73408719,50,31,11.40913011,PCA,-0.3147857573971008,-0.27821024217518103,True,True,0.03463338273572987,0.9653666172642702
0021e256-8e13-42db-839d-e9155e8af82c,121633,27051,100917.0,28486.92019,74.62773647,1.04e-08,0.014837874,0.777934711,31,14.40861359,6.093539376,3221.628776,11.73408719,50,31,7.328868462,PCA,-0.3155478800306861,-0.28807618820895564,True,True,0.021033252872770258,0.9789667471272299
a475af8e-cb0b-4533-906d-a6b8eda313e7,151840,29072,123196.0588,35928.27109,2.69670146,1e-08,0.000931447,0.026820911,34,15.4676903,6.745760212,252.2367273,13.46150255,54,34,5.838486948,PCA,-0.4484647060751014,0.2221538939050267,True,True,0.12762124089308882,0.8723787591069112
d3c058ec-9b13-4a9a-aba0-d3f19091c47b,121615,27047,100899.8387,28481.59081,72.52524797,1.01e-08,0.012529567,0.660843006,31,14.40895062,6.094057469,2719.918326,11.73408719,50,31,19.24810355,PCA,-0.28496515590662197,-0.32801984419448993,True,True,0.09049646240662393,0.909503537593376
88a6b9fd-e159-4059-9ee5-ba718fd624dc,58036,9920,46570.5625,14572.32732,36.32066446,1.01e-08,0.00306524,0.124032648,32,14.57379518,6.041901055,313.4392008,16.22134423,22,32,4.60444221,PCA,-0.4237242188832629,-0.10191036947263937,True,True,0.05289909991162354,0.9471009000883766
443371ce-c80d-450d-b281-ac1c4d5ecc4d,153172,25358,125516.2941,36863.64208,4.477706157,1.08e-08,0.002294386,0.043843113,34,15.58895363,6.595769801,628.0995394,10.88888908,10,34,7.463780961,PCA,-0.44889291971225576,-0.08272471899591152,True,True,0.16397091568413957,0.8360290843158604
00ba4917-d66a-4335-819f-43390dfc9929,121663,27059,100947.1935,28493.71032,1.950077765,1.31e-08,0.001256038,0.019213218,31,14.40947351,6.093703999,272.778886,13.79401363,46,31,4.655889034,PCA,-0.48646822958771013,0.18983460050121626,True,True,0.12012579533477415,0.8798742046652257
b628f4be-582f-4f23-96eb-c8b9e0005e4a,121635,27025,100914.8065,28489.89901,1.801642411,1.06e-08,0.001309798,0.016526687,31,14.40883131,6.093209715,284.3753926,14.60898429,44,31,4.045096853,PCA,-0.48460873994291453,0.19242851585282356,True,True,0.13391804315077638,0.8660819568492237
4c240146-6b8b-4fa5-88e4-41cbd39c8ac3,121655,27057,100942.9355,28491.99421,1.826110496,1.19e-08,0.001270669,0.01684245,31,14.4095292,6.093739932,275.9435277,14.60898429,44,31,4.605635091,PCA,-0.48273229702050957,0.1892929993967008,True,True,0.1428117978778303,0.8571882021221697
3fa3940d-8a68-44ae-9223-7346404651e6,121665,27057,100947.4516,28494.27012,1.714059407,1.02e-08,0.001511217,0.016330578,31,14.40964305,6.093651271,328.1939835,14.60898429,44,31,4.970866998,PCA,-0.48063262757303554,0.18718527702870752,True,True,0.15095423495171117,0.849045765048289
b900c4a3-fe87-4df7-96b7-2767ccdc1d56,121665,27059,100949.1935,28494.21431,1.642943068,1.07e-08,0.001557042,0.015994294,31,14.4093609,6.093641366,338.1583692,14.60898429,44,31,4.650329144,PCA,-0.4816902982683691,0.1892141105309077,True,True,0.14609587087009387,0.8539041291299062
6346b7fe-a4a5-4b10-a79b-706d4339923e,155823,32827,129041.0606,36777.97638,1.438250059,1.01e-08,0.000944218,0.01316761,33,15.21726934,6.493319816,264.2270434,16.57352675,44,33,4.737882651,PCA,-0.44669918995733043,0.2166489758681443,True,True,0.1986267123733775,0.8013732876266227
87d59f7c-e397-42dc-aa6e-00200d8697aa,302015,54941,248940.3333,72613.10069,2.130845831,1.03e-08,0.000673067,0.014001187,39,17.63520293,7.692802518,370.5422207,18.39554855,57,39,4.838706859,PCA,-0.3474473687122298,0.31461141871690873,True,True,0.21155305642305836,0.7884469435769419
da831b60-89ce-4c01-96f9-c9f8a4512aab,84824,11998,67107.11111,21848.62436,56.0424691,1.01e-08,0.002124076,0.160621587,36,16.19879575,6.818949795,316.7804373,19.15872041,28,36,9.029830639,PCA,-0.3144815785879934,-0.15698647490869996,True,True,0.05815751793552382,0.941842482064476
ace55695-1ca9-4153-8fd4-55ed6658cf8c,201090,38032,164534.1667,48307.65765,3.020306794,1e-08,0.000801032,0.026336242,36,16.30495103,7.101742706,290.9973716,14.4024396,58,36,6.174269337,PCA,-0.41198105787567735,0.25516123907659266,True,True,0.1286859748404095,0.8713140251595908
615c9d78-2b84-4c7b-ab6b-ba05b188f50a,88154,13732,71031.04762,22039.50414,5.883589355,1e-08,0.004277419,0.065834654,42,18.60762068,8.066144258,685.7857963,19.26300146,22,42,5.509457383,PCA,-0.3424368434953037,0.08583286166048676,True,True,0.23506490490265455,0.7649350950973455
daa86ad6-bda9-4d47-a50d-4ec34801bd82,202346,28910,163068.3636,49711.11863,15.63112082,1.25e-08,0.004196516,0.124967908,44,19.51873252,8.557137999,1542.622606,12.07166605,10,44,19.6508118,PCA,-0.2555662143733364,-0.2057147670590994,True,False,0.4455007094092403,0.5544992905907596
85a3a8d6-f2c7-458c-bbc3-25fd76d9afc0,110981,15301,89982.24444,27635.54003,18.86494485,2.19e-08,0.006525012,0.170608917,45,20.0177031,8.77921928,1319.885976,7.14761759,6,45,20.82193157,PCA,-0.2793928332479826,-0.3142210934300579,True,True,0.2350345258347724,0.7649654741652275
c436c481-00d1-49ec-8d0e-0a5e83a8df19,532333,85145,437189.5333,129743.2199,2.101819057,1e-08,0.000545695,0.011434627,45,20.0489455,8.892125391,535.476475,21.7267196,64,45,4.758165763,PCA,-0.2294457298244862,0.4031729453464404,True,True,0.32262688955666585,0.6773731104433344
f9bdbb3b-91b6-43f3-93ca-bef1e10d3835,252653,34537,205605.7111,62965.53156,18.84058963,1.04e-08,0.003464952,0.112640911,45,19.92771128,8.769627619,1608.746165,5.805194909,5,45,20.82193157,PCA,-0.2574602534780628,-0.3293507456551936,True,True,0.23817382581300323,0.7618261741869968
d15db194-aa2d-4de9-8f86-fcffeb82f38b,196386,27630,159602.7273,47991.62239,8.985901915,1.01e-08,0.001823478,0.062917506,44,19.69541951,8.683461416,650.1721902,5.951782273,4,44,6.449798544,PCA,-0.35895177958712476,-0.190324034599268,True,True,0.058910170408961855,0.9410898295910379
289f5dfe-e6d5-48a3-a6ae-25088321d3c6,253372,32956,206740.5926,61099.10676,12.85969292,1e-08,0.002716613,0.083653304,54,23.53331324,10.89378249,1288.736661,16.42930454,15,54,21.86708292,PCA,-0.12055554780884048,-0.112596866559193,False,False,0.817091887378614,0.1829081126213859
fb87d637-aaab-4e8f-8898-4ecca8bd0fe0,136562,18828,110491.8148,32924.32346,10.54315231,1.01e-08,0.003817253,0.097989583,53,23.34014513,10.93958544,975.8235129,13.00006381,11,54,16.87300948,PCA,-0.18683186153189302,-0.13832522973664585,False,False,0.6615797270925741,0.338420272907426
5b8f4746-a08b-4ec5-92e2-ce55cc2fdb75,491736,51434,396711.963,123251.6559,13.58586287,1e-08,0.001598968,0.063081762,53,23.48579009,10.68470051,1458.490292,17.97396306,16,54,23.44578511,PCA,-0.07551867781552979,-0.09570848857973369,False,False,0.8402292368235146,0.15977076317648556
afdc2f74-eb52-41ae-b72a-30e5a4c07013,527399,52813,426974.3818,136967.3452,15.42208426,1.01e-08,0.001776373,0.07440427,55,23.8246649,10.69519736,1750.942686,6.343452907,4,55,16.78218575,PCA,-0.13367391882026047,-0.2786467453274486,True,True,0.1427992908507395,0.8572007091492604
0f0c8766-4bf5-4c1e-991a-9dafe9bc8f27,508916,59908,414923.6667,123615.3264,12.30772994,1e-08,0.001417279,0.05770972,54,23.62400244,10.91578315,1344.200024,14.74825184,13,54,19.90900933,PCA,-0.09698792111955146,-0.1210869647473256,False,False,0.760612884934318,0.23938711506568205
ca6f7678-0952-4fe4-83fe-c4455a682132,132752,18182,107947.2593,32063.05312,10.54227882,1e-08,0.004332567,0.099283528,54,23.41786686,10.95303044,1078.458189,12.00006381,10,54,16.87300948,PCA,-0.18729666018382163,-0.15745753227563214,False,False,0.5820406649375905,0.41795933506240945
7f0518e8-e2c8-4912-8268-4de4cd504084,521436,61564,423105.6667,127391.7302,16.09938416,1e-08,0.00203874,0.068623104,54,23.44487029,10.75198207,1986.810992,19.45148626,19,54,28.13610018,PCA,-0.02677046665281768,-0.10416368382036259,False,False,0.9367484223692745,0.06325157763072563
5d85532e-9116-48a1-9810-7925c9ed9c57,1097078,148316,897203.2593,271468.7428,12.19178573,1e-08,0.000844409,0.038855049,54,23.65823986,10.68771863,1729.238622,15.51725971,14,54,20.63391838,PCA,0.012366511643559619,-0.08880794124369425,False,False,0.8369786767783137,0.16302132322168625
2cd76a23-0514-458a-b588-94e2d10564d3,186374,22422,150917.1852,44652.05991,11.09490405,1e-08,0.003144656,0.087545947,54,23.30294149,11.02057106,1099.752209,12.91210864,11,54,18.10437453,PCA,-0.16943071939661425,-0.1484280003285003,False,False,0.714868438181773,0.28513156181822696
ab61c91a-68ea-401f-a3ad-392e83ee802e,165634,20078,134762.1111,39221.17586,11.09556712,1e-08,0.003386938,0.092897751,54,23.43122917,11.16443695,1051.8982,13.91210864,12,54,18.10437453,PCA,-0.16589767629603946,-0.13123391385597483,False,False,0.7928504727900202,0.20714952720997995
5f5fee92-5821-4d38-a54a-d204660f205f,521482,61124,422932.3333,127475.931,16.09992945,1e-08,0.002060716,0.068634574,54,23.44354101,10.75353444,2007.518608,19.45148626,18,54,28.13610018,PCA,-0.026560429400631302,-0.11019598551900125,False,False,0.9383556555137325,0.06164434448626728
6d0f8edd-507f-43d5-9960-9ad49532ee42,500396,56912,408480.6667,121427.7127,12.3073756,1e-08,0.001591773,0.058272124,54,23.71606466,10.84132837,1480.484136,14.74825184,12,54,19.90900933,PCA,-0.09691732424990362,-0.12928964883413702,False,False,0.7071239651564927,0.29287603484350716
9d82f7d4-165d-4499-8add-361a770d1d44,523444,62080,423477.1481,127200.6088,12.85780789,1e-08,0.001502345,0.058252292,54,23.36566495,10.75997827,1470.331713,15.51725971,14,54,21.86708292,PCA,-0.08419792966690265,-0.1210240317624899,False,False,0.7956112847722306,0.20438871522776972
a7e26b10-bd6b-457c-978e-9050f6529007,243876,30398,196300.1852,59013.43687,13.60626866,1e-08,0.002819551,0.089558532,54,23.4319371,10.81432211,1275.517069,16.42930454,15,54,23.44578511,PCA,-0.11785158533975537,-0.126105392466921,False,False,0.8203992639886668,0.17960073601133328
b24b71b9-971a-4aca-9fc0-7198d16ca9ed,132922,16632,107449.4074,32064.50762,12.18652535,1.03e-08,0.004852816,0.111694791,53,23.44663329,10.93218247,1200.911871,14.74825184,13,54,20.63391838,PCA,-0.1585891092168411,-0.13970019260985111,False,False,0.7882076750106592,0.21179232498934086
0deae366-42de-4081-914d-db85c6b47168,2907171,314251,2367519.928,730790.9543,36.62257375,1e-08,0.00106931,0.116138423,69,29.67731601,13.69467044,5886.021786,36.72557893,90,69,4.086905897,PCA,0.5950225557976921,0.5604544232998789,False,False,0.86821062249148,0.13178937750852002
620e9ff4-07bf-4767-9237-d39aa659b8e5,567506,52412,453803.5,145031.5235,18.57801342,1.01e-08,0.000921878,0.034743798,68,28.94198405,13.33815832,982.9283584,24.37111719,22,68,3.222578754,PCA,0.03778210966378959,0.11522646358451277,True,True,0.23501203095999565,0.7649879690400045
c9809448-2f3d-40d4-858d-6288a4703af4,3077846,328252,2505917.971,774402.1286,75.01283314,1e-08,0.001266468,0.19138791,70,30.07940179,13.89366019,7385.672303,37.61989499,90,70,2.226817268,PCA,0.7220307978045503,0.3690248391180729,False,False,0.6723692413418327,0.32763075865816743
8f373cb0-952d-48c6-a871-8a10e52e7c19,2906467,314073,2366852.275,730667.651,70.28934671,1e-08,0.001166721,0.171824353,69,29.67860878,13.69393728,6420.130442,36.72557893,90,69,5.569058156,PCA,0.6686825749759239,0.3725118398551864,False,False,0.724537091020301,0.2754629089796989
b4e88a1e-f05f-4ff7-bd91-b24a5073c6ca,976149,75637,787660.3418,249522.5409,37.28875271,1.01e-08,0.002843306,0.144893123,79,33.7012069,15.60801098,5249.816774,8.386752867,6,79,37.84729434,PCA,0.3616946074773463,-0.5031351045147261,False,False,0.6724903745294512,0.3275096254705489
63c089b2-1940-4301-89d6-93ecc98c07f1,1822408,157754,1467648.737,462245.7097,14.70821304,1e-08,0.000935432,0.043991351,76,32.36355153,14.94154548,3223.974868,22.25523498,19,76,18.99985212,PCA,0.3763293412966583,0.010696239129446727,False,False,0.7881732914845849,0.21182670851541482
64122cc6-e1bb-4c11-8d00-2189d27194f1,2381479,186863,1926358.013,613009.919,37.27595016,1.01e-08,0.001555943,0.092478835,79,33.57286004,15.54580995,7052.926242,6.79568826,5,79,37.84729434,PCA,0.5803326922776587,-0.5118499672824072,True,False,0.7531440722638838,0.2468559277361162
9fa4fc3a-b0b9-4eaa-99ee-0469ae5a511d,1826826,158286,1471566.579,466256.2734,12.8102476,1e-08,0.000885405,0.040475522,76,32.37481575,14.94499178,3058.639772,20.55089378,17,76,16.44232004,PCA,0.3534612251280319,0.005221837962607806,False,False,0.672421911692199,0.32757808830780094
f0ee8150-86e2-4f9e-ae35-95af38f3c69e,1104160,94868,893485.8684,280401.2172,15.22032329,1e-08,0.00142683,0.057009743,76,32.39482274,15.05067887,2990.87301,23.91165264,21,76,20.28989981,PCA,0.286883090076287,0.014999841957394844,False,False,0.8393958423647635,0.16060415763523647
b8344eb5-f574-4198-b917-8312240ba288,1888346,168520,1527990.763,475987.4337,16.00068306,1e-08,0.000955324,0.044956007,76,32.50703818,15.03447549,3412.773156,25.47145955,22,76,21.76365294,PCA,0.42148348205052255,0.04486918287047892,False,False,0.9201035785333627,0.07989642146663736
84aa9e2d-18e6-4689-9274-28e89ef44080,1893060,170132,1530042.553,477722.3663,13.41363994,1e-08,0.000858589,0.040916425,76,32.45326642,15.0287429,3076.409645,21.42916018,18,76,17.51503125,PCA,0.37601801751957387,0.0153735060825331,False,False,0.7864201095016853,0.2135798904983146
e0101b06-dfd6-4caa-8580-a9815b225204,1086094,110944,882197.4211,273129.881,14.54365208,1.02e-08,0.001550103,0.056101984,76,32.49169571,15.10156448,3198.656161,23.91165264,20,76,19.39177847,PCA,0.2926360471627111,0.018844051842002746,False,False,0.8774153254877068,0.12258467451229323
37e1f17b-384d-423d-860b-c75b9dcff951,1305622,126394,1054927.368,325405.926,18.34318738,1e-08,0.001311804,0.057247673,76,32.56340106,15.18284913,3229.798277,26.98334291,25,76,25.264428,PCA,0.36596129447441983,0.036786623802045254,False,False,0.9623662121937638,0.03763378780623615
13b4bdcc-1cef-419a-92b1-156febff71d4,2623197,187103,2111631.494,672513.0752,19.9863371,1e-08,0.000665146,0.050096013,85,36.06433097,16.8359453,3310.368353,7.105336432,4,85,14.22227771,PCA,0.484274160066838,-0.2421555161295576,True,True,0.09038470632813678,0.9096152936718631
