empty2025-01-06 09:09:42,307 - INFO - ===============================================
2025-01-06 09:09:44,388 - DEBUG - Decompiling 'glyf' table
2025-01-06 09:09:44,388 - DEBUG - Reading 'loca' table from disk
2025-01-06 09:09:44,388 - DEBUG - Decompiling 'loca' table
2025-01-06 09:09:44,388 - DEBUG - Reading 'head' table from disk
2025-01-06 09:09:44,389 - DEBUG - Decompiling 'head' table
2025-01-06 09:09:44,394 - DEBUG - Took 0.006s to load 'glyf'
2025-01-06 09:09:44,394 - DEBUG - Took 0.000s to prune 'glyf'
2025-01-06 09:09:44,394 - INFO - glyf pruned
2025-01-06 09:09:44,395 - DEBUG - Took 0.001s to close glyph list over 'cmap'
2025-01-06 09:09:44,395 - INFO - Added gid0 to subset
2025-01-06 09:09:44,395 - INFO - Closing glyph list over 'glyf': 49 glyphs before
2025-01-06 09:09:44,396 - INFO - Glyph names: ['.notdef', 'B', 'D', 'E', 'F', 'G', 'I', 'M', 'N', 'P', 'Q', 'R', 'S', 'a', 'b', 'c', 'comma', 'd', 'e', 'eight', 'f', 'five', 'four', 'g', 'h', 'hyphen', 'i', 'k', 'l', 'm', 'n', 'nine', 'o', 'one', 'p', 'r', 's', 'seven', 'six', 'space', 't', 'three', 'two', 'u', 'underscore', 'v', 'w', 'y', 'zero']
2025-01-06 09:09:44,397 - INFO - Glyph IDs:   [0, 3, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 37, 39, 40, 41, 42, 44, 48, 49, 51, 52, 53, 54, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 85, 86, 87, 88, 89, 90, 92]
2025-01-06 09:09:44,397 - INFO - Closed glyph list over 'glyf': 49 glyphs after
2025-01-06 09:09:44,397 - INFO - Glyph names: ['.notdef', 'B', 'D', 'E', 'F', 'G', 'I', 'M', 'N', 'P', 'Q', 'R', 'S', 'a', 'b', 'c', 'comma', 'd', 'e', 'eight', 'f', 'five', 'four', 'g', 'h', 'hyphen', 'i', 'k', 'l', 'm', 'n', 'nine', 'o', 'one', 'p', 'r', 's', 'seven', 'six', 'space', 't', 'three', 'two', 'u', 'underscore', 'v', 'w', 'y', 'zero']
2025-01-06 09:09:44,397 - INFO - Glyph IDs:   [0, 3, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 37, 39, 40, 41, 42, 44, 48, 49, 51, 52, 53, 54, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 85, 86, 87, 88, 89, 90, 92]
2025-01-06 09:09:44,397 - DEBUG - Took 0.002s to close glyph list over 'glyf'
2025-01-06 09:09:44,399 - INFO - Retaining 49 glyphs
2025-01-06 09:09:44,400 - INFO - head subsetting not needed
2025-01-06 09:09:44,400 - INFO - hhea subsetting not needed
2025-01-06 09:09:44,400 - INFO - maxp subsetting not needed
2025-01-06 09:09:44,401 - INFO - OS/2 subsetting not needed
2025-01-06 09:09:44,401 - DEBUG - Reading 'hmtx' table from disk
2025-01-06 09:09:44,401 - DEBUG - Decompiling 'hmtx' table
2025-01-06 09:09:44,401 - DEBUG - Reading 'hhea' table from disk
2025-01-06 09:09:44,401 - DEBUG - Decompiling 'hhea' table
2025-01-06 09:09:44,404 - DEBUG - Took 0.003s to subset 'hmtx'
2025-01-06 09:09:44,404 - INFO - hmtx subsetted
2025-01-06 09:09:44,406 - DEBUG - Took 0.002s to subset 'cmap'
2025-01-06 09:09:44,406 - INFO - cmap subsetted
2025-01-06 09:09:44,407 - INFO - loca subsetting not needed
2025-01-06 09:09:44,407 - DEBUG - Took 0.000s to subset 'post'
2025-01-06 09:09:44,407 - INFO - post subsetted
2025-01-06 09:09:44,407 - INFO - gasp subsetting not needed
2025-01-06 09:09:44,407 - INFO - FFTM NOT subset; don't know how to subset
2025-01-06 09:09:44,408 - DEBUG - Reading 'GDEF' table from disk
2025-01-06 09:09:44,408 - DEBUG - Decompiling 'GDEF' table
2025-01-06 09:09:44,409 - DEBUG - Took 0.002s to subset 'GDEF'
2025-01-06 09:09:44,409 - INFO - GDEF subsetted
2025-01-06 09:09:44,409 - INFO - name subsetting not needed
2025-01-06 09:09:44,410 - DEBUG - Took 0.001s to subset 'glyf'
2025-01-06 09:09:44,411 - INFO - glyf subsetted
2025-01-06 09:09:44,411 - DEBUG - Took 0.000s to subset GlyphOrder
2025-01-06 09:09:44,411 - DEBUG - Took 0.000s to prune 'head'
2025-01-06 09:09:44,411 - INFO - head pruned
2025-01-06 09:09:44,411 - DEBUG - Reading 'OS/2' table from disk
2025-01-06 09:09:44,412 - DEBUG - Decompiling 'OS/2' table
2025-01-06 09:09:44,412 - INFO - OS/2 Unicode ranges pruned: [0]
2025-01-06 09:09:44,413 - INFO - OS/2 CodePage ranges pruned: [0]
2025-01-06 09:09:44,414 - DEBUG - Took 0.001s to prune 'glyf'
2025-01-06 09:09:44,414 - INFO - glyf pruned
2025-01-06 09:09:44,414 - DEBUG - Took 0.000s to prune 'GDEF'
2025-01-06 09:09:44,414 - INFO - GDEF pruned
2025-01-06 09:09:44,415 - DEBUG - Reading 'name' table from disk
2025-01-06 09:09:44,415 - DEBUG - Decompiling 'name' table
2025-01-06 09:09:44,415 - DEBUG - Reading 'gasp' table from disk
2025-01-06 09:09:44,416 - DEBUG - Decompiling 'gasp' table
2025-01-06 09:09:44,416 - DEBUG - Reading 'FFTM' table from disk
2025-01-06 09:09:44,416 - DEBUG - Decompiling 'FFTM' table
2025-01-06 09:09:44,416 - DEBUG - Took 0.002s to prune 'name'
2025-01-06 09:09:44,416 - INFO - name pruned
2025-01-06 09:09:44,417 - DEBUG - Compiling 'glyf' table
2025-01-06 09:09:44,426 - DEBUG - Writing 'glyf' table to disk
2025-01-06 09:09:44,427 - DEBUG - Compiling 'maxp' table
2025-01-06 09:09:44,427 - DEBUG - Writing 'maxp' table to disk
2025-01-06 09:09:44,427 - DEBUG - Compiling 'loca' table
2025-01-06 09:09:44,427 - DEBUG - Writing 'loca' table to disk
2025-01-06 09:09:44,428 - DEBUG - Compiling 'head' table
2025-01-06 09:09:44,428 - DEBUG - Writing 'head' table to disk
2025-01-06 09:09:44,428 - DEBUG - Compiling 'hmtx' table
2025-01-06 09:09:44,428 - DEBUG - Writing 'hmtx' table to disk
2025-01-06 09:09:44,429 - DEBUG - Compiling 'hhea' table
2025-01-06 09:09:44,429 - DEBUG - Writing 'hhea' table to disk
2025-01-06 09:09:44,429 - DEBUG - Compiling 'OS/2' table
2025-01-06 09:09:44,430 - DEBUG - Writing 'OS/2' table to disk
2025-01-06 09:09:44,430 - DEBUG - Compiling 'cmap' table
2025-01-06 09:09:44,430 - DEBUG - Writing 'cmap' table to disk
2025-01-06 09:09:44,430 - DEBUG - Compiling 'name' table
2025-01-06 09:09:44,431 - DEBUG - Writing 'name' table to disk
2025-01-06 09:09:44,431 - DEBUG - Compiling 'post' table
2025-01-06 09:09:44,431 - DEBUG - Writing 'post' table to disk
2025-01-06 09:09:44,431 - DEBUG - Compiling 'gasp' table
2025-01-06 09:09:44,432 - DEBUG - Writing 'gasp' table to disk
2025-01-06 09:09:44,432 - DEBUG - Compiling 'FFTM' table
2025-01-06 09:09:44,432 - DEBUG - Writing 'FFTM' table to disk
2025-01-06 09:09:44,432 - DEBUG - Compiling 'GDEF' table
2025-01-06 09:09:44,433 - DEBUG - Writing 'GDEF' table to disk
2025-01-06 09:09:44,435 - DEBUG - Reading 'maxp' table from disk
2025-01-06 09:09:44,435 - DEBUG - Decompiling 'maxp' table
2025-01-06 09:09:44,435 - DEBUG - Took 0.000s to load 'maxp'
2025-01-06 09:09:44,435 - DEBUG - Took 0.000s to prune 'maxp'
2025-01-06 09:09:44,436 - INFO - maxp pruned
2025-01-06 09:09:44,436 - DEBUG - Reading 'cmap' table from disk
2025-01-06 09:09:44,436 - DEBUG - Decompiling 'cmap' table
2025-01-06 09:09:44,437 - DEBUG - Reading 'post' table from disk
2025-01-06 09:09:44,437 - DEBUG - Decompiling 'post' table
2025-01-06 09:09:44,445 - DEBUG - Took 0.009s to load 'cmap'
2025-01-06 09:09:44,445 - DEBUG - Took 0.000s to prune 'cmap'
2025-01-06 09:09:44,445 - INFO - cmap pruned
2025-01-06 09:09:44,445 - INFO - fpgm dropped
2025-01-06 09:09:44,446 - INFO - prep dropped
2025-01-06 09:09:44,446 - INFO - cvt  dropped
2025-01-06 09:09:44,446 - INFO - kern dropped
2025-01-06 09:09:44,446 - DEBUG - Took 0.000s to load 'post'
2025-01-06 09:09:44,446 - DEBUG - Took 0.000s to prune 'post'
2025-01-06 09:09:44,447 - INFO - post pruned
2025-01-06 09:09:44,447 - INFO - GPOS dropped
2025-01-06 09:09:44,447 - INFO - GSUB dropped
2025-01-06 09:09:44,447 - DEBUG - Reading 'glyf' table from disk
2025-01-06 09:09:44,448 - DEBUG - Decompiling 'glyf' table
2025-01-06 09:09:44,448 - DEBUG - Reading 'loca' table from disk
2025-01-06 09:09:44,448 - DEBUG - Decompiling 'loca' table
2025-01-06 09:09:44,448 - DEBUG - Reading 'head' table from disk
2025-01-06 09:09:44,448 - DEBUG - Decompiling 'head' table
2025-01-06 09:09:44,453 - DEBUG - Took 0.006s to load 'glyf'
2025-01-06 09:09:44,453 - DEBUG - Took 0.000s to prune 'glyf'
2025-01-06 09:09:44,453 - INFO - glyf pruned
2025-01-06 09:09:44,454 - DEBUG - Took 0.001s to close glyph list over 'cmap'
2025-01-06 09:09:44,454 - INFO - Added gid0 to subset
2025-01-06 09:09:44,455 - INFO - Closing glyph list over 'MATH': 63 glyphs before
2025-01-06 09:09:44,455 - INFO - Glyph names: ['.notdef', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'L', 'M', 'N', 'P', 'Q', 'R', 'T', 'a', 'b', 'bracketleft', 'bracketright', 'c', 'colon', 'comma', 'd', 'e', 'eight', 'f', 'fi', 'five', 'four', 'g', 'h', 'hyphen', 'i', 'k', 'l', 'm', 'n', 'nine', 'o', 'one', 'p', 'parenleft', 'parenright', 'period', 'plus', 'q', 'r', 's', 'seven', 'six', 'slash', 'space', 't', 'three', 'two', 'u', 'underscore', 'uniFB00', 'v', 'w', 'x', 'y', 'zero']
2025-01-06 09:09:44,455 - INFO - Glyph IDs:   [0, 3, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 51, 52, 53, 55, 62, 64, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 3314, 3315]
2025-01-06 09:09:44,456 - DEBUG - Reading 'MATH' table from disk
2025-01-06 09:09:44,456 - DEBUG - Decompiling 'MATH' table
2025-01-06 09:09:44,458 - INFO - Closed glyph list over 'MATH': 75 glyphs after
2025-01-06 09:09:44,458 - INFO - Glyph names: ['.notdef', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'L', 'M', 'N', 'P', 'Q', 'R', 'T', 'a', 'b', 'bracketleft', 'bracketright', 'c', 'colon', 'comma', 'd', 'e', 'eight', 'f', 'fi', 'five', 'four', 'g', 'h', 'hyphen', 'i', 'k', 'l', 'm', 'n', 'nine', 'o', 'one', 'p', 'parenleft', 'parenright', 'period', 'plus', 'q', 'r', 's', 'seven', 'six', 'slash', 'space', 't', 'three', 'two', 'u', 'underscore', 'uni239B', 'uni239C', 'uni239D', 'uni239E', 'uni239F', 'uni23A0', 'uni23A1', 'uni23A2', 'uni23A3', 'uni23A4', 'uni23A5', 'uni23A6', 'uniFB00', 'v', 'w', 'x', 'y', 'zero']
2025-01-06 09:09:44,459 - INFO - Glyph IDs:   [0, 3, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 51, 52, 53, 55, 62, 64, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 2358, 2359, 2360, 2361, 2362, 2363, 2364, 2365, 2366, 2367, 2368, 2369, 3314, 3315]
2025-01-06 09:09:44,459 - DEBUG - Took 0.004s to close glyph list over 'MATH'
2025-01-06 09:09:44,459 - INFO - Closing glyph list over 'glyf': 75 glyphs before
2025-01-06 09:09:44,459 - INFO - Glyph names: ['.notdef', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'L', 'M', 'N', 'P', 'Q', 'R', 'T', 'a', 'b', 'bracketleft', 'bracketright', 'c', 'colon', 'comma', 'd', 'e', 'eight', 'f', 'fi', 'five', 'four', 'g', 'h', 'hyphen', 'i', 'k', 'l', 'm', 'n', 'nine', 'o', 'one', 'p', 'parenleft', 'parenright', 'period', 'plus', 'q', 'r', 's', 'seven', 'six', 'slash', 'space', 't', 'three', 'two', 'u', 'underscore', 'uni239B', 'uni239C', 'uni239D', 'uni239E', 'uni239F', 'uni23A0', 'uni23A1', 'uni23A2', 'uni23A3', 'uni23A4', 'uni23A5', 'uni23A6', 'uniFB00', 'v', 'w', 'x', 'y', 'zero']
2025-01-06 09:09:44,459 - INFO - Glyph IDs:   [0, 3, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 51, 52, 53, 55, 62, 64, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 2358, 2359, 2360, 2361, 2362, 2363, 2364, 2365, 2366, 2367, 2368, 2369, 3314, 3315]
2025-01-06 09:09:44,460 - INFO - Closed glyph list over 'glyf': 75 glyphs after
2025-01-06 09:09:44,460 - INFO - Glyph names: ['.notdef', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'L', 'M', 'N', 'P', 'Q', 'R', 'T', 'a', 'b', 'bracketleft', 'bracketright', 'c', 'colon', 'comma', 'd', 'e', 'eight', 'f', 'fi', 'five', 'four', 'g', 'h', 'hyphen', 'i', 'k', 'l', 'm', 'n', 'nine', 'o', 'one', 'p', 'parenleft', 'parenright', 'period', 'plus', 'q', 'r', 's', 'seven', 'six', 'slash', 'space', 't', 'three', 'two', 'u', 'underscore', 'uni239B', 'uni239C', 'uni239D', 'uni239E', 'uni239F', 'uni23A0', 'uni23A1', 'uni23A2', 'uni23A3', 'uni23A4', 'uni23A5', 'uni23A6', 'uniFB00', 'v', 'w', 'x', 'y', 'zero']
2025-01-06 09:09:44,460 - INFO - Glyph IDs:   [0, 3, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 51, 52, 53, 55, 62, 64, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 2358, 2359, 2360, 2361, 2362, 2363, 2364, 2365, 2366, 2367, 2368, 2369, 3314, 3315]
2025-01-06 09:09:44,460 - DEBUG - Took 0.001s to close glyph list over 'glyf'
2025-01-06 09:09:44,464 - INFO - Retaining 75 glyphs
2025-01-06 09:09:44,464 - INFO - head subsetting not needed
2025-01-06 09:09:44,464 - INFO - hhea subsetting not needed
2025-01-06 09:09:44,465 - INFO - maxp subsetting not needed
2025-01-06 09:09:44,465 - INFO - OS/2 subsetting not needed
2025-01-06 09:09:44,465 - DEBUG - Reading 'hmtx' table from disk
2025-01-06 09:09:44,465 - DEBUG - Decompiling 'hmtx' table
2025-01-06 09:09:44,465 - DEBUG - Reading 'hhea' table from disk
2025-01-06 09:09:44,466 - DEBUG - Decompiling 'hhea' table
2025-01-06 09:09:44,468 - DEBUG - Took 0.003s to subset 'hmtx'
2025-01-06 09:09:44,469 - INFO - hmtx subsetted
2025-01-06 09:09:44,471 - DEBUG - Took 0.002s to subset 'cmap'
2025-01-06 09:09:44,471 - INFO - cmap subsetted
2025-01-06 09:09:44,471 - INFO - loca subsetting not needed
2025-01-06 09:09:44,471 - DEBUG - Took 0.000s to subset 'post'
2025-01-06 09:09:44,472 - INFO - post subsetted
2025-01-06 09:09:44,472 - INFO - gasp subsetting not needed
2025-01-06 09:09:44,472 - INFO - FFTM NOT subset; don't know how to subset
2025-01-06 09:09:44,472 - DEBUG - Took 0.000s to subset 'MATH'
2025-01-06 09:09:44,472 - INFO - MATH subsetted
2025-01-06 09:09:44,473 - DEBUG - Reading 'GDEF' table from disk
2025-01-06 09:09:44,473 - DEBUG - Decompiling 'GDEF' table
2025-01-06 09:09:44,474 - DEBUG - Took 0.002s to subset 'GDEF'
2025-01-06 09:09:44,474 - INFO - GDEF subsetted
2025-01-06 09:09:44,475 - INFO - name subsetting not needed
2025-01-06 09:09:44,478 - DEBUG - Took 0.003s to subset 'glyf'
2025-01-06 09:09:44,478 - INFO - glyf subsetted
2025-01-06 09:09:44,478 - DEBUG - Took 0.000s to subset GlyphOrder
2025-01-06 09:09:44,479 - DEBUG - Took 0.000s to prune 'head'
2025-01-06 09:09:44,479 - INFO - head pruned
2025-01-06 09:09:44,479 - DEBUG - Reading 'OS/2' table from disk
2025-01-06 09:09:44,479 - DEBUG - Decompiling 'OS/2' table
2025-01-06 09:09:44,480 - INFO - OS/2 Unicode ranges pruned: [0, 62]
2025-01-06 09:09:44,480 - INFO - OS/2 CodePage ranges pruned: [0]
2025-01-06 09:09:44,482 - DEBUG - Took 0.002s to prune 'glyf'
2025-01-06 09:09:44,482 - INFO - glyf pruned
2025-01-06 09:09:44,483 - DEBUG - Took 0.000s to prune 'GDEF'
2025-01-06 09:09:44,483 - INFO - GDEF pruned
2025-01-06 09:09:44,483 - DEBUG - Reading 'name' table from disk
2025-01-06 09:09:44,483 - DEBUG - Decompiling 'name' table
2025-01-06 09:09:44,484 - DEBUG - Reading 'gasp' table from disk
2025-01-06 09:09:44,484 - DEBUG - Decompiling 'gasp' table
2025-01-06 09:09:44,484 - DEBUG - Reading 'FFTM' table from disk
2025-01-06 09:09:44,484 - DEBUG - Decompiling 'FFTM' table
2025-01-06 09:09:44,484 - DEBUG - Took 0.001s to prune 'name'
2025-01-06 09:09:44,485 - INFO - name pruned
2025-01-06 09:09:44,485 - DEBUG - Compiling 'glyf' table
2025-01-06 09:09:44,502 - DEBUG - Writing 'glyf' table to disk
2025-01-06 09:09:44,502 - DEBUG - Compiling 'maxp' table
2025-01-06 09:09:44,505 - DEBUG - Writing 'maxp' table to disk
2025-01-06 09:09:44,506 - DEBUG - Compiling 'loca' table
2025-01-06 09:09:44,507 - DEBUG - Writing 'loca' table to disk
2025-01-06 09:09:44,507 - DEBUG - Compiling 'head' table
2025-01-06 09:09:44,508 - DEBUG - Writing 'head' table to disk
2025-01-06 09:09:44,508 - DEBUG - Compiling 'hmtx' table
2025-01-06 09:09:44,511 - DEBUG - Writing 'hmtx' table to disk
2025-01-06 09:09:44,512 - DEBUG - Compiling 'hhea' table
2025-01-06 09:09:44,514 - DEBUG - Writing 'hhea' table to disk
2025-01-06 09:09:44,514 - DEBUG - Compiling 'OS/2' table
2025-01-06 09:09:44,515 - DEBUG - Writing 'OS/2' table to disk
2025-01-06 09:09:44,515 - DEBUG - Compiling 'cmap' table
2025-01-06 09:09:44,516 - DEBUG - Writing 'cmap' table to disk
2025-01-06 09:09:44,516 - DEBUG - Compiling 'name' table
2025-01-06 09:09:44,516 - DEBUG - Writing 'name' table to disk
2025-01-06 09:09:44,516 - DEBUG - Compiling 'post' table
2025-01-06 09:09:44,516 - DEBUG - Writing 'post' table to disk
2025-01-06 09:09:44,517 - DEBUG - Compiling 'gasp' table
2025-01-06 09:09:44,517 - DEBUG - Writing 'gasp' table to disk
2025-01-06 09:09:44,517 - DEBUG - Compiling 'FFTM' table
2025-01-06 09:09:44,517 - DEBUG - Writing 'FFTM' table to disk
2025-01-06 09:09:44,517 - DEBUG - Compiling 'GDEF' table
2025-01-06 09:09:44,518 - DEBUG - Writing 'GDEF' table to disk
2025-01-06 09:09:44,518 - DEBUG - Compiling 'MATH' table
2025-01-06 09:09:44,519 - DEBUG - Writing 'MATH' table to disk
2025-01-06 09:09:44,521 - DEBUG - Reading 'maxp' table from disk
2025-01-06 09:09:44,522 - DEBUG - Decompiling 'maxp' table
2025-01-06 09:09:44,522 - DEBUG - Took 0.000s to load 'maxp'
2025-01-06 09:09:44,522 - DEBUG - Took 0.000s to prune 'maxp'
2025-01-06 09:09:44,522 - INFO - maxp pruned
2025-01-06 09:09:44,522 - DEBUG - Reading 'cmap' table from disk
2025-01-06 09:09:44,523 - DEBUG - Decompiling 'cmap' table
2025-01-06 09:09:44,524 - DEBUG - Reading 'post' table from disk
2025-01-06 09:09:44,524 - DEBUG - Decompiling 'post' table
2025-01-06 09:09:44,531 - DEBUG - Took 0.008s to load 'cmap'
2025-01-06 09:09:44,531 - DEBUG - Took 0.000s to prune 'cmap'
2025-01-06 09:09:44,531 - INFO - cmap pruned
2025-01-06 09:09:44,531 - INFO - fpgm dropped
2025-01-06 09:09:44,532 - INFO - prep dropped
2025-01-06 09:09:44,532 - INFO - cvt  dropped
2025-01-06 09:09:44,532 - DEBUG - Took 0.000s to load 'post'
2025-01-06 09:09:44,532 - DEBUG - Took 0.000s to prune 'post'
2025-01-06 09:09:44,533 - INFO - post pruned
2025-01-06 09:09:44,533 - INFO - GPOS dropped
2025-01-06 09:09:44,533 - INFO - GSUB dropped
2025-01-06 09:09:44,533 - DEBUG - Reading 'glyf' table from disk
2025-01-06 09:09:44,533 - DEBUG - Decompiling 'glyf' table
2025-01-06 09:09:44,534 - DEBUG - Reading 'loca' table from disk
2025-01-06 09:09:44,534 - DEBUG - Decompiling 'loca' table
2025-01-06 09:09:44,534 - DEBUG - Reading 'head' table from disk
2025-01-06 09:09:44,534 - DEBUG - Decompiling 'head' table
2025-01-06 09:09:44,597 - DEBUG - Took 0.063s to load 'glyf'
2025-01-06 09:09:44,597 - DEBUG - Took 0.000s to prune 'glyf'
2025-01-06 09:09:44,597 - INFO - glyf pruned
2025-01-06 09:09:44,598 - DEBUG - Took 0.001s to close glyph list over 'cmap'
2025-01-06 09:09:44,598 - INFO - Added gid0 to subset
2025-01-06 09:09:44,598 - INFO - Closing glyph list over 'glyf': 23 glyphs before
2025-01-06 09:09:44,599 - INFO - Glyph names: ['.notdef', 'H', 'a', 'b', 'c', 'd', 'e', 'f', 'g', 'i', 'j', 'l', 'm', 'n', 'o', 'p', 'period', 'r', 's', 't', 'u', 'underscore', 'v']
2025-01-06 09:09:44,599 - INFO - Glyph IDs:   [0, 17, 43, 66, 68, 69, 70, 71, 72, 73, 74, 76, 77, 79, 80, 81, 82, 83, 85, 86, 87, 88, 89]
2025-01-06 09:09:44,600 - INFO - Closed glyph list over 'glyf': 23 glyphs after
2025-01-06 09:09:44,600 - INFO - Glyph names: ['.notdef', 'H', 'a', 'b', 'c', 'd', 'e', 'f', 'g', 'i', 'j', 'l', 'm', 'n', 'o', 'p', 'period', 'r', 's', 't', 'u', 'underscore', 'v']
2025-01-06 09:09:44,600 - INFO - Glyph IDs:   [0, 17, 43, 66, 68, 69, 70, 71, 72, 73, 74, 76, 77, 79, 80, 81, 82, 83, 85, 86, 87, 88, 89]
2025-01-06 09:09:44,600 - DEBUG - Took 0.002s to close glyph list over 'glyf'
2025-01-06 09:09:44,602 - INFO - Retaining 23 glyphs
2025-01-06 09:09:44,603 - INFO - head subsetting not needed
2025-01-06 09:09:44,603 - INFO - hhea subsetting not needed
2025-01-06 09:09:44,603 - INFO - maxp subsetting not needed
2025-01-06 09:09:44,603 - INFO - OS/2 subsetting not needed
2025-01-06 09:09:44,604 - DEBUG - Reading 'hmtx' table from disk
2025-01-06 09:09:44,604 - DEBUG - Decompiling 'hmtx' table
2025-01-06 09:09:44,604 - DEBUG - Reading 'hhea' table from disk
2025-01-06 09:09:44,604 - DEBUG - Decompiling 'hhea' table
2025-01-06 09:09:44,605 - DEBUG - Took 0.002s to subset 'hmtx'
2025-01-06 09:09:44,606 - INFO - hmtx subsetted
2025-01-06 09:09:44,608 - DEBUG - Took 0.002s to subset 'cmap'
2025-01-06 09:09:44,608 - INFO - cmap subsetted
2025-01-06 09:09:44,608 - INFO - loca subsetting not needed
2025-01-06 09:09:44,608 - DEBUG - Took 0.000s to subset 'post'
2025-01-06 09:09:44,608 - INFO - post subsetted
2025-01-06 09:09:44,609 - INFO - gasp subsetting not needed
2025-01-06 09:09:44,609 - INFO - FFTM NOT subset; don't know how to subset
2025-01-06 09:09:44,609 - DEBUG - Reading 'GDEF' table from disk
2025-01-06 09:09:44,609 - DEBUG - Decompiling 'GDEF' table
2025-01-06 09:09:44,611 - DEBUG - Took 0.002s to subset 'GDEF'
2025-01-06 09:09:44,611 - INFO - GDEF subsetted
2025-01-06 09:09:44,611 - INFO - name subsetting not needed
2025-01-06 09:09:44,612 - DEBUG - Took 0.001s to subset 'glyf'
2025-01-06 09:09:44,612 - INFO - glyf subsetted
2025-01-06 09:09:44,613 - DEBUG - Took 0.000s to subset GlyphOrder
2025-01-06 09:09:44,613 - DEBUG - Took 0.000s to prune 'head'
