,solver_short_name,solver_uuid,solution_uuid,problem_instance_short_name,problem_instance_uuid,task_uuid,instance_data_object_uuid,instance_data_object_url,num_orbitals,time_limit_seconds,accuracy_tol,reference_energy,calendar_due_date,attempted,solved_within_run_time,solved_within_accuracy_requirement,overall_run_time_seconds,is_resource_estimate,num_logical_qubits,num_shots,num_T_gates_per_shot,re_circuit_repetitions_per_calculation,re_calculation_repetitions,re_total_circuit_repetitions,re_logical_abstract_num_qubits,re_logical_abstract_t_count,re_logical_architecture_description,re_logical_compiled_num_qubits,re_logical_compiled_t_count,re_logical_compiled_num_t_factories,re_physical_architecture_description,re_physical_code_name,re_physical_code_distance,re_physical_runtime,re_physical_num_qubits,re_physical_t_count,re_physical_num_t_factories,submitted_by_calendar_due_date,label,reported_energy
94,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,5f961511-c960-4233-9cf7-2db66eac45dc,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,950da653-13ce-4cd7-95d8-5045ab03d4bc,a722dd32-93c7-4fbd-9cf5-f1bf44b2cdae,sftp://sftp.l3harris.com/gsee/fcidump.42_1_star_noncan_0.2_new.a722dd32-93c7-4fbd-9cf5-f1bf44b2cdae.gz,18,172800,0.001,-2452.705783831708,2124-03-20T20:48:21.795324+00:00,True,True,False,3.521219253540039,False,,,,,,,,,,,,,,,,,,,,True,False,-2452.6182745822857
103,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,5f961511-c960-4233-9cf7-2db66eac45dc,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,13821f5c-78a6-485c-9006-a17a234cde9f,d9707874-28d5-48b6-824e-a2e6c8753437,sftp://sftp.l3harris.com/gsee/fcidump.43_1_star_noncan_0.2_new.d9707874-28d5-48b6-824e-a2e6c8753437.gz,22,172800,0.001,-2452.785072302863,2124-03-20T20:48:21.795324+00:00,True,True,False,3.3279266357421875,False,,,,,,,,,,,,,,,,,,,,True,False,-2452.6728245623717
112,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,5f961511-c960-4233-9cf7-2db66eac45dc,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,765594e5-44ac-41a2-89a7-f2ac03536379,727ab190-e399-4bb6-a9b3-20ae57789bac,sftp://sftp.l3harris.com/gsee/fcidump.44_1_star_noncan_0.2_new.727ab190-e399-4bb6-a9b3-20ae57789bac.gz,34,172800,0.001,,2124-03-20T20:48:21.795324+00:00,True,True,False,5.196996450424194,False,,,,,,,,,,,,,,,,,,,,True,False,-2450.4341644416722
121,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,5f961511-c960-4233-9cf7-2db66eac45dc,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,858b9683-fc6c-4ebe-8c33-27f0d848f24f,e986eb83-6b9d-439e-85ca-a9b931eef4a2,sftp://sftp.l3harris.com/gsee/fcidump.45_1_star_noncan_0.2_new.e986eb83-6b9d-439e-85ca-a9b931eef4a2.gz,36,172800,0.001,,2124-03-20T20:48:21.795324+00:00,True,True,False,4.843781471252441,False,,,,,,,,,,,,,,,,,,,,True,False,-2454.0599259132937
130,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,5f961511-c960-4233-9cf7-2db66eac45dc,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,1a013e9f-7eab-4a1b-b486-1d9e2d99e754,6bf3207c-664b-4ed3-8e74-82b42e277234,sftp://sftp.l3harris.com/gsee/fcidump.46_2_noncan_0.2_new.6bf3207c-664b-4ed3-8e74-82b42e277234.gz,19,172800,0.001,-2454.21163859541,2124-03-20T20:48:21.795324+00:00,True,True,False,2.8613762855529785,False,,,,,,,,,,,,,,,,,,,,True,False,-2454.0427256144703
139,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,5f961511-c960-4233-9cf7-2db66eac45dc,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,001a0d11-165a-49c5-a334-643023029f40,fb3ecfad-6450-423e-aa58-d5cddab6f0f6,sftp://sftp.l3harris.com/gsee/fcidump.47_2_noncan_0.2_new.fb3ecfad-6450-423e-aa58-d5cddab6f0f6.gz,28,172800,0.001,-2454.563249138352,2124-03-20T20:48:21.795324+00:00,True,True,False,4.575472831726074,False,,,,,,,,,,,,,,,,,,,,True,False,-2444.634992804626
148,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,5f961511-c960-4233-9cf7-2db66eac45dc,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,1c9508e3-b9fe-44f1-ae58-c6339ef43f47,dc406285-bac1-4b99-afbf-06728b7d699b,sftp://sftp.l3harris.com/gsee/fcidump.48_2_noncan_0.2_new.dc406285-bac1-4b99-afbf-06728b7d699b.gz,34,172800,0.001,-2454.622490265655,2124-03-20T20:48:21.795324+00:00,True,True,False,4.3293540477752686,False,,,,,,,,,,,,,,,,,,,,True,False,-2454.30254790468
157,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,5f961511-c960-4233-9cf7-2db66eac45dc,blue_dimer,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,6713517a-ab65-4381-aae1-0839dcd6c1a0,af9d6a83-7898-4c13-80eb-a83a533ebf2d,sftp://sftp.l3harris.com/gsee/fcidump.49_2_noncan_0.2_new.af9d6a83-7898-4c13-80eb-a83a533ebf2d.gz,36,172800,0.001,-2454.679201689047,2124-03-20T20:48:21.795324+00:00,True,True,False,4.64230751991272,False,,,,,,,,,,,,,,,,,,,,True,False,-2454.2628951596366
166,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,e09b471a-617b-481b-891e-290db035ba84,benzene,f377cc27-366a-45af-b45a-c8478e4b6199,b86457a4-abf4-43c9-9c08-2397e95b7c0f,4c655f65-1899-469c-975a-a3caec750697,sftp://sftp.l3harris.com/gsee/FCIDUMP_benzene_sto-3g_4c655f65-1899-469c-975a-a3caec750697.gz,30,172800,0.001,,,True,True,False,0.8469486236572266,False,,,,,,,,,,,,,,,,,,,,True,False,-63.86824048840853
175,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,e09b471a-617b-481b-891e-290db035ba84,benzene,f377cc27-366a-45af-b45a-c8478e4b6199,7148b36a-0571-4a41-9239-19a97339f68a,96ff0e22-a3ab-49f3-aee9-9a1886cbf850,sftp://sftp.l3harris.com/gsee/FCIDUMP_benzene_cc-pvdz_96ff0e22-a3ab-49f3-aee9-9a1886cbf850.gz,108,172800,0.001,,,True,True,False,2.057983636856079,False,,,,,,,,,,,,,,,,,,,,True,False,-69.15375724701514
184,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,6c963f12-4474-4bd7-a0cd-da5dd6f673f1,Cr_1,02a8c4e9-9d15-4742-b4cc-7f47f69da0e5,b24b71b9-971a-4aca-9fc0-7198d16ca9ed,69a1826c-1bee-4855-8f5f-5df29035bfca,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cr1_vdz.69a1826c-1bee-4855-8f5f-5df29035bfca.gz,54,86400,0.001,-86.37241,,True,True,False,1.639315128326416,False,,,,,,,,,,,,,,,,,,,,True,False,-85.99878452044895
193,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,6c963f12-4474-4bd7-a0cd-da5dd6f673f1,Cr_1,02a8c4e9-9d15-4742-b4cc-7f47f69da0e5,e604a906-55fa-4b3f-bf17-c24a30312b84,4e3649dd-9050-4acc-93f6-a09c962e89d7,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cr1_vqz.4e3649dd-9050-4acc-93f6-a09c962e89d7.gz,135,86400,0.001,-86.51867,,True,True,False,3.750316619873047,False,,,,,,,,,,,,,,,,,,,,True,False,-85.99908175088757
202,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,6c963f12-4474-4bd7-a0cd-da5dd6f673f1,Cr_1,02a8c4e9-9d15-4742-b4cc-7f47f69da0e5,f4b120e9-acd0-4c7c-89e2-cc082f52f5cf,efaceb68-6fae-491a-bb90-1e3e3463f010,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cr1_vtz.efaceb68-6fae-491a-bb90-1e3e3463f010.gz,88,86400,0.001,-86.47298,,True,True,False,3.2764580249786377,False,,,,,,,,,,,,,,,,,,,,True,False,-85.99903333592033
211,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,6192abd8-b5dd-41f9-affa-eae0d58b2900,Ti_1,9823b0dd-87b6-4793-9741-e8cbcf2b50c0,2cd76a23-0514-458a-b588-94e2d10564d3,760e312c-9982-486d-b50e-d9acb003aedc,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Ti1_vdz.760e312c-9982-486d-b50e-d9acb003aedc.gz,54,86400,0.001,-57.63401999999999,,True,True,False,4.431083679199219,False,,,,,,,,,,,,,,,,,,,,True,False,-57.302851160045364
220,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,6192abd8-b5dd-41f9-affa-eae0d58b2900,Ti_1,9823b0dd-87b6-4793-9741-e8cbcf2b50c0,c7049602-5460-4277-8148-d9c66012f8f0,2ae865cc-f4c6-4e9f-903c-c8221e06b7a9,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Ti1_vtz.2ae865cc-f4c6-4e9f-903c-c8221e06b7a9.gz,88,86400,0.001,-57.70424000000001,,True,True,False,6.5015482902526855,False,,,,,,,,,,,,,,,,,,,,True,False,-57.30426175013695
229,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,d1291fed-b3a4-49c0-beb4-80f1396b6683,V_0,a14a1e28-71c5-4e23-bf6e-dd9662a6df58,0f0c8766-4bf5-4c1e-991a-9dafe9bc8f27,950e31e2-142f-480b-b0d1-174381bdb64a,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.V0_vdz.950e31e2-142f-480b-b0d1-174381bdb64a.gz,54,86400,0.001,-71.07767,,True,True,False,9.495200395584106,False,,,,,,,,,,,,,,,,,,,,True,False,-70.6592995212107
238,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,d1291fed-b3a4-49c0-beb4-80f1396b6683,V_0,a14a1e28-71c5-4e23-bf6e-dd9662a6df58,338f4b6e-775c-413b-a508-9132659ebbc3,d85e35e4-fe5c-4ea9-a5aa-d0273321a1dd,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.V0_vtz.d85e35e4-fe5c-4ea9-a5aa-d0273321a1dd.gz,88,86400,0.001,-71.16898,,True,True,False,15.891247987747192,False,,,,,,,,,,,,,,,,,,,,True,False,-70.66180184535871
247,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,2a5a96d9-f18a-4ba5-aef0-e0fb9d1cc664,CuO_0,886ad5bf-d487-48c8-b08c-c9f82b84ed5d,37e1f17b-384d-423d-860b-c75b9dcff951,da86aaff-3ca6-4d32-8da2-e1acfe6c31ab,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.CuO_vdz.da86aaff-3ca6-4d32-8da2-e1acfe6c31ab.gz,76,86400,0.001,-213.12303,,True,True,False,9.205813646316528,False,,,,,,,,,,,,,,,,,,,,True,False,-212.24382291949036
256,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,9715cada-ecfe-4b2b-ad4e-5e318752048e,TiO_0,0b91f99e-8de5-415d-a78e-f80e45d621ca,84aa9e2d-18e6-4689-9274-28e89ef44080,98719f34-8ba8-4557-a9fd-b28a84fe7dd1,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.TiO_vdz.98719f34-8ba8-4557-a9fd-b28a84fe7dd1.gz,76,86400,0.001,-73.90375,,True,True,False,12.41391634941101,False,,,,,,,,,,,,,,,,,,,,True,False,-73.27571657938107
265,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,b05db4bb-48e7-4d35-ae03-05e96a7d7d18,na2_0,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,4fb7e994-8e7a-4acd-86d4-bb52db824cfc,4ceb8edc-937e-4cb6-9e42-51b6760b2557,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVDZ.4ceb8edc-937e-4cb6-9e42-51b6760b2557.gz,36,86400,0.001,-323.7308349290517,,True,True,False,0.6741533279418945,False,,,,,,,,,,,,,,,,,,,,True,False,-323.62644957450806
274,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,b05db4bb-48e7-4d35-ae03-05e96a7d7d18,na2_0,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,f96de7fe-5c88-4083-8c48-72bc094cccfd,4d93ba0f-4ad6-4107-b495-9284d226e13d,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVQZ.4d93ba0f-4ad6-4107-b495-9284d226e13d.gz,118,86400,0.001,-323.74370271297147,,True,True,False,2.008479356765747,False,,,,,,,,,,,,,,,,,,,,True,False,-323.6786634242325
283,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,b05db4bb-48e7-4d35-ae03-05e96a7d7d18,na2_0,edb1dfc4-c9d0-41ce-902a-2cfcf97c0c76,620e9ff4-07bf-4767-9237-d39aa659b8e5,c288da42-cf53-4437-a310-24bf3e35e008,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na2_cc-pVTZ.c288da42-cf53-4437-a310-24bf3e35e008.gz,68,86400,0.001,-323.7421869969087,,True,True,False,1.0946943759918213,False,,,,,,,,,,,,,,,,,,,,True,False,-323.677037989967
292,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,afba2b2b-7f0a-4b99-a0c7-644be40e13d2,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,de3ea361-c2d3-4ab6-add4-ccd43cea6aa8,68af0b80-3d27-4aba-84f9-bcdd30a9255b,sftp://sftp.l3harris.com/gsee/fcidump.59_5_16_noncan_0.2_new.68af0b80-3d27-4aba-84f9-bcdd30a9255b.gz,14,172800,0.001,-1321.593612370238,2124-03-20T20:48:21.795324+00:00,True,True,False,4.6161463260650635,False,,,,,,,,,,,,,,,,,,,,True,False,-1321.3183962517594
301,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,afba2b2b-7f0a-4b99-a0c7-644be40e13d2,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,6c39d3a7-c71a-4049-a8c7-3a3a4b61d8da,28a7820f-63fe-4920-aeec-a7ffe7e55d83,sftp://sftp.l3harris.com/gsee/fcidump.60_5_16_noncan_0.2_new.28a7820f-63fe-4920-aeec-a7ffe7e55d83.gz,30,172800,0.001,-1322.107039844683,2124-03-20T20:48:21.795324+00:00,True,True,False,5.50665807723999,False,,,,,,,,,,,,,,,,,,,,True,False,-1321.9308981030003
310,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,afba2b2b-7f0a-4b99-a0c7-644be40e13d2,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,1ade03f3-06b1-4e95-b271-fea5a6343829,f738fcd6-7ddc-4d70-8ff9-4019e3718b04,sftp://sftp.l3harris.com/gsee/fcidump.61_3_15_af_noncan_0.2_new.f738fcd6-7ddc-4d70-8ff9-4019e3718b04.gz,14,172800,0.001,-1322.582234109127,2124-03-20T20:48:21.795324+00:00,True,True,False,1.4282081127166748,False,,,,,,,,,,,,,,,,,,,,True,False,-1322.4390136855618
319,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,afba2b2b-7f0a-4b99-a0c7-644be40e13d2,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,ff0da1e2-2c76-4589-aefa-c13bb1a1ef8f,6e2bf415-6a69-4b36-ba0f-780a11cb7c0b,sftp://sftp.l3harris.com/gsee/fcidump.62_3_15_af_noncan_0.2_new.6e2bf415-6a69-4b36-ba0f-780a11cb7c0b.gz,31,172800,0.001,-1322.661962118007,2124-03-20T20:48:21.795324+00:00,True,True,False,7.589402675628662,False,,,,,,,,,,,,,,,,,,,,True,False,-1314.1964756174034
328,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,afba2b2b-7f0a-4b99-a0c7-644be40e13d2,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,a9c90f98-6557-44d2-9ca0-0c9122f4080c,027490ba-34f9-4340-89ab-27fd110d2821,sftp://sftp.l3harris.com/gsee/fcidump.63_5_15_af_ts_noncan_0.2_new.027490ba-34f9-4340-89ab-27fd110d2821.gz,14,172800,0.001,-1322.594438035404,2124-03-20T20:48:21.795324+00:00,True,True,False,1.414419174194336,False,,,,,,,,,,,,,,,,,,,,True,False,-1322.360627325555
337,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,afba2b2b-7f0a-4b99-a0c7-644be40e13d2,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,a16168e2-98cd-430d-a180-84f64b4d5e75,bae2da57-6a69-483e-95bc-b77f72ebfba8,sftp://sftp.l3harris.com/gsee/fcidump.64_5_15_af_ts_noncan_0.2_new.bae2da57-6a69-483e-95bc-b77f72ebfba8.gz,31,172800,0.001,-1322.651998080473,2124-03-20T20:48:21.795324+00:00,True,True,False,7.546592950820923,False,,,,,,,,,,,,,,,,,,,,True,False,-1322.3466793967436
346,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,afba2b2b-7f0a-4b99-a0c7-644be40e13d2,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,590c2f0b-964b-4d09-96ad-101a9be59cab,72343006-774e-4192-b481-fa840ed25573,sftp://sftp.l3harris.com/gsee/fcidump.65_5_15_af_noncan_0.2_new.72343006-774e-4192-b481-fa840ed25573.gz,14,172800,0.001,-1322.55739550674,2124-03-20T20:48:21.795324+00:00,True,True,False,2.4495885372161865,False,,,,,,,,,,,,,,,,,,,,True,False,-1322.4913692980344
355,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,afba2b2b-7f0a-4b99-a0c7-644be40e13d2,mn_mono,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,6e617348-d0b3-4b6d-9923-ea54ba5cf751,ea55abec-8253-445d-85fa-914948b5e5a5,sftp://sftp.l3harris.com/gsee/fcidump.66_5_15_af_noncan_0.2_new.ea55abec-8253-445d-85fa-914948b5e5a5.gz,31,172800,0.001,-1322.65692896071,2124-03-20T20:48:21.795324+00:00,True,True,False,7.520488977432251,False,,,,,,,,,,,,,,,,,,,,True,False,-1322.3180205772378
364,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,740d1a79-df47-4d8c-812d-e7962a7c0087,FeO_0,55d0ed82-0560-4448-8459-c2ba00654d9d,b8344eb5-f574-4198-b917-8312240ba288,3f1777dc-c493-4aa7-b3d1-6271d9bed459,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.FeO_vdz.3f1777dc-c493-4aa7-b3d1-6271d9bed459.gz,76,86400,0.001,-139.43599,,True,True,False,15.757495403289795,False,,,,,,,,,,,,,,,,,,,,True,False,-138.65422440853655
373,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,8ffd75b4-3da9-4e13-958c-bfddf7a9551a,p_h3_0,0c2e43eb-58f3-41ca-a21f-ae46fc2a0e57,af399f2b-a4f8-4fec-aca2-7c126ed989a5,7ffaab25-7912-4ca9-b0e5-9fe8fd00a0e1,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.p_h3_cc-pVDZ.7ffaab25-7912-4ca9-b0e5-9fe8fd00a0e1.gz,33,86400,0.001,-342.6380538513027,,True,True,False,1.0312516689300537,False,,,,,,,,,,,,,,,,,,,,True,False,-342.0008030072979
382,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,8ffd75b4-3da9-4e13-958c-bfddf7a9551a,p_h3_0,0c2e43eb-58f3-41ca-a21f-ae46fc2a0e57,819ff18a-5aad-46df-83ef-bd209e44936b,2b73f8d0-08fe-4cca-9e8a-cda5d21f4761,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.p_h3_cc-pVTZ.2b73f8d0-08fe-4cca-9e8a-cda5d21f4761.gz,76,86400,0.001,-342.69352665378364,,True,True,False,1.824361801147461,False,,,,,,,,,,,,,,,,,,,,True,False,-342.0160631598749
391,HF,5f5e617a-19c2-4d82-bebc-b2d6b3dcb012,728d8fe9-e88f-4626-9dc6-04e082fab665,h2_s_0,208f2e50-2b56-4e72-815a-cba5cec1264c,f2f09d9f-8328-4d4a-ba91-089f9e56bf0d,11a0ff0b-3c6f-416f-be8a-a02acd56aeb9,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h2_s_cc-pVDZ.11a0ff0b-3c6f-416f-be8a-a02acd56aeb9.gz,28,86400,0.001,-398.86551956628944,,True,True,False,1.2245936393737793,False,,,,,,,,,,,,,,,,,,,,True,False,-398.3505320647124
